,Time_UTC,System_ID,Time_UTC_1,Seconds_in_day,Altitude,Latitude,Longitude,Temperature_diff_K,Absolute_temperature_degC,Relhumidity_diff_percent,Relhumidity_percent,Vapourpressure_diff_hPa,Vapourpressure_hPa,GPS_Altitude,T_adjusted,T_diff_adjusted,id,lc_tree,lc_pavd,lc_bldn,lc_grss,lc_watr,lc_soil
0,7/5/2022 19:31,1,7/5/2022 19:31,70283,259.5,47.992228,7.84513,0.78,25.52,-1.0,39.9,0.542,13.288,278.0302429,25.52669658,0.786696579,17235.0,0.2384,0.3772,0.3772,0.0072,0.0,0.0
2,7/5/2022 19:31,1,7/5/2022 19:31,70304,273.3,47.991285,7.845225,0.78,25.52,-1.3,39.6,0.449,13.195,275.7305603,25.51174864,0.771748642,16555.0,0.3628,0.2964,0.3368,0.004,0.0,0.0
3,7/5/2022 19:31,1,7/5/2022 19:31,70311,276.1,47.991112,7.845173,0.68,25.42,-1.3,39.6,0.346,13.092,275.7305603,25.41174864,0.671748642,16555.0,0.3628,0.2964,0.3368,0.004,0.0,0.0
4,7/5/2022 19:32,1,7/5/2022 19:32,70319,277.1,47.99111,7.84518,0.68,25.42,-1.2,39.6,0.37,13.116,275.7305603,25.41174864,0.671748642,16555.0,0.3628,0.2964,0.3368,0.004,0.0,0.0
9,7/5/2022 19:33,1,7/5/2022 19:33,70381,280.2,47.992095,7.84539,0.74,25.42,-1.6,39.2,0.284,12.977,278.388031,25.4290222,0.749022202,17236.0,0.148,0.52,0.3272,0.0048,0.0,0.0
10,7/5/2022 19:33,1,7/5/2022 19:33,70408,293.2,47.992115,7.846942,0.74,25.42,-0.9,39.9,0.515,13.208,282.6031799,25.45642067,0.77642067,17238.0,0.2336,0.2644,0.5008,0.0012,0.0,0.0
11,7/5/2022 19:33,1,7/5/2022 19:33,70418,294.7,47.992098,7.84748,0.84,25.52,-0.6,40.2,0.711,13.404,282.7030945,25.55707011,0.877070114,17239.0,0.2236,0.334,0.4424,0.0,0.0,0.0
12,7/5/2022 19:33,1,7/5/2022 19:33,70427,295.1,47.992152,7.847822,0.74,25.42,-0.5,40.3,0.654,13.347,283.7952271,25.46416898,0.784168976,17239.0,0.2236,0.334,0.4424,0.0,0.0,0.0
13,7/5/2022 19:33,1,7/5/2022 19:33,70436,295.5,47.992317,7.848002,0.64,25.32,-0.5,40.3,0.573,13.266,284.0997009,25.36614806,0.686148056,17240.0,0.0844,0.332,0.5824,0.0012,0.0,0.0
14,7/5/2022 19:34,1,7/5/2022 19:34,70450,296.5,47.992465,7.848352,0.75,25.42,-0.1,40.6,0.813,13.439,285.2249756,25.47346234,0.803462341,17580.0,0.0404,0.4576,0.5012,0.0008,0.0,0.0
15,7/5/2022 19:34,1,7/5/2022 19:34,70478,297.0,47.991468,7.848522,0.75,25.42,-0.1,40.5,0.79,13.416,283.5862732,25.46281078,0.792810776,16560.0,0.0112,0.4168,0.572,0.0,0.0,0.0
16,7/5/2022 19:34,1,7/5/2022 19:34,70487,297.7,47.991118,7.848532,0.75,25.42,0.0,40.7,0.836,13.462,282.9820862,25.45888356,0.78888356,16560.0,0.0112,0.4168,0.572,0.0,0.0,0.0
17,7/5/2022 19:34,1,7/5/2022 19:34,70496,298.3,47.99082,7.84853,0.75,25.42,0.3,41.0,0.928,13.555,281.3695374,25.44840199,0.778401993,16220.0,0.0064,0.488,0.5052,0.0004,0.0,0.0
18,7/5/2022 19:35,1,7/5/2022 19:35,70502,298.0,47.990835,7.848545,0.78,25.42,0.4,41.2,0.984,13.624,281.3695374,25.44840199,0.808401993,16220.0,0.0064,0.488,0.5052,0.0004,0.0,0.0
19,7/5/2022 19:35,1,7/5/2022 19:35,70511,298.1,47.990837,7.848545,0.78,25.42,0.5,41.3,1.03,13.67,281.3695374,25.44840199,0.808401993,16220.0,0.0064,0.488,0.5052,0.0004,0.0,0.0
20,7/5/2022 19:35,1,7/5/2022 19:35,70544,302.9,47.991277,7.848445,0.78,25.42,0.7,41.5,1.099,13.74,282.5553894,25.45611003,0.816110031,16560.0,0.0112,0.4168,0.572,0.0,0.0,0.0
21,7/5/2022 19:35,1,7/5/2022 19:35,70550,305.2,47.991603,7.84847,0.68,25.32,0.2,41.0,0.856,13.496,283.6714783,25.36336461,0.723364609,16900.0,0.0072,0.408,0.5848,0.0,0.0,0.0
22,7/5/2022 19:35,1,7/5/2022 19:35,70556,305.9,47.991835,7.8485,0.68,25.32,0.0,40.8,0.787,13.427,284.5926514,25.36935223,0.729352234,16900.0,0.0072,0.408,0.5848,0.0,0.0,0.0
23,7/5/2022 19:36,1,7/5/2022 19:36,70566,309.3,47.992135,7.848505,0.71,25.32,-0.1,40.9,0.756,13.45,285.0643311,25.37241815,0.762418152,17240.0,0.0844,0.332,0.5824,0.0012,0.0,0.0
24,7/5/2022 19:36,1,7/5/2022 19:36,70575,309.1,47.992332,7.848647,0.71,25.32,-0.1,40.9,0.756,13.45,285.5387573,25.37550192,0.765501923,17241.0,0.2348,0.436,0.328,0.0012,0.0,0.0
26,7/5/2022 19:36,1,7/5/2022 19:36,70612,304.1,47.992088,7.850458,0.6,25.21,0.3,41.3,0.812,13.506,283.6516418,25.25323567,0.643235672,17243.0,0.2828,0.4052,0.3068,0.0052,0.0,0.0
27,7/5/2022 19:37,1,7/5/2022 19:37,70621,300.8,47.992067,7.850988,0.53,25.11,0.4,41.6,0.777,13.516,283.8907166,25.15478966,0.574789658,17244.0,0.1948,0.3432,0.446,0.016,0.0,0.0
28,7/5/2022 19:37,1,7/5/2022 19:37,70630,293.9,47.99203,7.851527,0.53,25.11,0.5,41.7,0.822,13.561,284.9474182,25.16165822,0.581658218,17245.0,0.1488,0.3772,0.4696,0.0044,0.0,0.0
29,7/5/2022 19:37,1,7/5/2022 19:37,70636,291.2,47.992028,7.85186,0.43,25.01,0.4,41.6,0.695,13.434,285.5696411,25.06570267,0.485702667,17245.0,0.1488,0.3772,0.4696,0.0044,0.0,0.0
30,7/5/2022 19:37,1,7/5/2022 19:37,70661,288.0,47.992018,7.853127,0.43,25.01,0.1,41.3,0.605,13.344,286.4883728,25.07167442,0.491674423,16907.0,0.3756,0.31,0.3088,0.0056,0.0,0.0
31,7/5/2022 19:37,1,7/5/2022 19:37,70667,288.2,47.992013,7.853207,0.43,25.01,0.6,41.8,0.763,13.502,286.5791626,25.07226456,0.492264557,16907.0,0.3756,0.31,0.3088,0.0056,0.0,0.0
32,7/5/2022 19:37,1,7/5/2022 19:37,70676,288.2,47.992012,7.853197,0.43,25.01,0.7,41.9,0.786,13.524,286.5791626,25.07226456,0.492264557,16907.0,0.3756,0.31,0.3088,0.0056,0.0,0.0
33,7/5/2022 19:38,1,7/5/2022 19:38,70686,288.3,47.992013,7.8532,0.46,25.01,0.8,42.0,0.852,13.569,286.5791626,25.07226456,0.522264557,16907.0,0.3756,0.31,0.3088,0.0056,0.0,0.0
34,7/5/2022 19:38,1,7/5/2022 19:38,70695,288.2,47.992017,7.8532,0.46,25.01,0.9,42.1,0.875,13.592,286.5791626,25.07226456,0.522264557,16907.0,0.3756,0.31,0.3088,0.0056,0.0,0.0
35,7/5/2022 19:38,1,7/5/2022 19:38,70727,289.2,47.991698,7.854403,0.15,24.7,2.2,43.5,1.051,13.768,287.4050293,24.76763269,0.21763269,16909.0,0.0264,0.4836,0.4892,0.0008,0.0,0.0
36,7/5/2022 19:38,1,7/5/2022 19:38,70737,290.2,47.992102,7.854422,0.15,24.7,1.9,43.1,0.94,13.657,288.9290771,24.777539,0.227539001,17249.0,0.1292,0.4704,0.3896,0.0108,0.0,0.0
43,7/5/2022 19:40,1,7/5/2022 19:40,70823,283.4,47.9955,7.857242,-0.54,23.99,4.1,45.7,1.041,13.852,292.0335693,24.0877182,-0.442281799,19633.0,0.154,0.4544,0.358,0.0336,0.0,0.0
50,7/5/2022 19:41,1,7/5/2022 19:41,70915,282.3,47.996207,7.857707,-0.82,23.68,5.0,47.0,1.094,13.976,283.9173279,23.72496263,-0.775037369,20314.0,0.2876,0.3284,0.3408,0.0432,0.0,0.0
52,7/5/2022 19:42,1,7/5/2022 19:42,70927,283.3,47.99578,7.857225,-0.59,23.88,4.5,46.6,1.118,14.042,287.9764404,23.95134686,-0.518653137,19973.0,0.1696,0.3096,0.5188,0.002,0.0,0.0
53,7/5/2022 19:42,1,7/5/2022 19:42,70934,284.6,47.995562,7.857022,-0.59,23.88,4.2,46.3,1.033,13.958,288.2277527,23.95298039,-0.517019608,19633.0,0.154,0.4544,0.358,0.0336,0.0,0.0
54,7/5/2022 19:42,1,7/5/2022 19:42,70942,285.8,47.995243,7.856707,-0.49,23.99,3.6,45.7,0.928,13.852,289.2919617,24.06989775,-0.410102249,19633.0,0.154,0.4544,0.358,0.0336,0.0,0.0
55,7/5/2022 19:42,1,7/5/2022 19:42,70971,288.1,47.994367,7.855882,-0.49,23.99,3.6,45.7,0.928,13.852,299.0667725,24.13343402,-0.346565979,18951.0,0.124,0.1744,0.6716,0.03,0.0,0.0
56,7/5/2022 19:43,1,7/5/2022 19:43,70983,289.2,47.994007,7.855483,-0.48,23.99,3.3,45.6,0.862,13.831,297.1980591,24.12128738,-0.348712616,18611.0,0.294,0.246,0.4484,0.0116,0.0,0.0
58,7/5/2022 19:43,1,7/5/2022 19:43,70998,291.5,47.993542,7.854917,-0.48,23.99,2.8,45.1,0.713,13.682,298.8291931,24.13188976,-0.338110245,18270.0,0.104,0.2564,0.6332,0.0064,0.0,0.0
59,7/5/2022 19:43,1,7/5/2022 19:43,71007,292.1,47.99331,7.854603,-0.37,24.09,3.2,45.5,0.904,13.873,295.5560608,24.2106144,-0.249385605,17929.0,0.0652,0.4436,0.4852,0.006,0.0,0.0
60,7/5/2022 19:44,1,7/5/2022 19:44,71054,293.4,47.993407,7.853977,-0.35,24.09,3.1,45.7,0.885,13.958,290.6317444,24.17860634,-0.261393661,18269.0,0.0484,0.1756,0.77,0.006,0.0,0.0
61,7/5/2022 19:44,1,7/5/2022 19:44,71061,293.6,47.993578,7.853878,-0.25,24.19,2.8,45.5,0.906,13.979,290.4696655,24.27755283,-0.162447174,18268.0,0.0756,0.3664,0.5572,0.0008,0.0,0.0
62,7/5/2022 19:44,1,7/5/2022 19:44,71071,293.9,47.993787,7.853797,-0.25,24.19,2.6,45.2,0.82,13.893,290.6773071,24.2789025,-0.161097504,18268.0,0.0756,0.3664,0.5572,0.0008,0.0,0.0
63,7/5/2022 19:44,1,7/5/2022 19:44,71076,292.8,47.993938,7.853752,-0.15,24.29,2.1,44.8,0.775,13.848,290.8022766,24.3797148,-0.060285202,18608.0,0.0356,0.3012,0.6612,0.002,0.0,0.0
64,7/5/2022 19:44,1,7/5/2022 19:44,71086,290.2,47.994175,7.853698,-0.04,24.4,1.7,44.4,0.729,13.802,290.1920776,24.4857485,0.045748505,18608.0,0.0356,0.3012,0.6612,0.002,0.0,0.0
65,7/5/2022 19:45,1,7/5/2022 19:45,71113,297.2,47.994995,7.853898,0.18,24.6,1.4,44.0,0.818,13.861,285.191803,24.65324672,0.233246719,19288.0,0.1244,0.122,0.7484,0.0052,0.0,0.0
66,7/5/2022 19:45,1,7/5/2022 19:45,71126,293.1,47.995092,7.85398,0.18,24.6,1.5,44.1,0.84,13.883,285.191803,24.65324672,0.233246719,19289.0,0.1816,0.2464,0.5628,0.0092,0.0,0.0
67,7/5/2022 19:45,1,7/5/2022 19:45,71132,293.0,47.99509,7.853982,0.28,24.7,1.6,44.2,0.969,14.012,285.191803,24.75324672,0.333246719,19289.0,0.1816,0.2464,0.5628,0.0092,0.0,0.0
68,7/5/2022 19:45,1,7/5/2022 19:45,71141,291.6,47.995153,7.85405,0.28,24.7,0.9,43.5,0.748,13.79,285.191803,24.75324672,0.333246719,19289.0,0.1816,0.2464,0.5628,0.0092,0.0,0.0
70,7/5/2022 19:46,1,7/5/2022 19:46,71178,288.7,47.996488,7.854078,0.32,24.7,-0.2,42.8,0.439,13.569,284.5663452,24.74918124,0.369181244,20309.0,0.0892,0.308,0.5984,0.0044,0.0,0.0
71,7/5/2022 19:46,1,7/5/2022 19:46,71184,288.0,47.996695,7.854072,0.32,24.7,-1.1,41.9,0.15,13.281,284.4611816,24.74849768,0.368497681,20649.0,0.1328,0.4884,0.3764,0.0024,0.0,0.0
72,7/5/2022 19:46,1,7/5/2022 19:46,71191,284.3,47.996878,7.854203,0.42,24.8,-1.2,41.8,0.209,13.339,283.7795105,24.84406682,0.464066818,20649.0,0.1328,0.4884,0.3764,0.0024,0.0,0.0
80,7/5/2022 19:48,1,7/5/2022 19:48,71297,281.6,47.997495,7.856408,-0.05,24.29,0.1,43.8,0.222,13.524,278.7380676,24.30129744,-0.03870256,21332.0,0.1584,0.4788,0.3456,0.0172,0.0,0.0
112,7/5/2022 19:54,1,7/5/2022 19:54,71686,275.5,47.999333,7.85802,-1.43,22.76,9.5,53.6,1.767,15.059,279.3024597,22.77496599,-1.415034012,22695.0,0.3752,0.2572,0.3376,0.03,0.0,0.0
113,7/5/2022 19:54,1,7/5/2022 19:54,71695,275.8,47.999675,7.858225,-1.43,22.76,9.1,53.1,1.649,14.941,279.0285645,22.77318567,-1.416814331,22695.0,0.3752,0.2572,0.3376,0.03,0.0,0.0
120,7/5/2022 19:56,1,7/5/2022 19:56,71787,272.7,48.002472,7.857973,-1.36,22.76,9.3,53.7,1.769,15.099,274.1624451,22.74155589,-1.378444107,25075.0,0.3344,0.208,0.4224,0.0352,0.0,0.0
121,7/5/2022 19:56,1,7/5/2022 19:56,71802,275.0,48.002503,7.857213,-1.25,22.86,9.0,53.4,1.783,15.112,273.0331726,22.83421562,-1.275784378,25074.0,0.3156,0.3288,0.3456,0.01,0.0,0.0
124,7/5/2022 19:57,1,7/5/2022 19:57,71833,268.4,48.003345,7.856762,-1.13,22.96,8.3,52.8,1.699,15.046,271.9482117,22.92716338,-1.162836624,25753.0,0.448,0.1488,0.332,0.0712,0.0,0.0
128,7/5/2022 19:58,1,7/5/2022 19:58,71894,266.1,48.003873,7.853593,-0.56,23.47,5.9,50.8,1.509,14.938,272.1580811,23.43852753,-0.591472473,26088.0,0.17,0.4976,0.33,0.0024,0.0,0.0
129,7/5/2022 19:58,1,7/5/2022 19:58,71903,267.8,48.004008,7.853063,-0.46,23.58,5.6,50.5,1.518,14.947,271.4511108,23.54393222,-0.49606778,26088.0,0.17,0.4976,0.33,0.0024,0.0,0.0
137,7/5/2022 20:00,1,7/5/2022 20:00,72009,261.4,48.005877,7.84688,-0.34,23.58,3.3,49.2,0.909,14.554,266.3887024,23.51102657,-0.408973434,27429.0,0.2612,0.3548,0.3568,0.0272,0.0,0.0
138,7/5/2022 20:00,1,7/5/2022 20:00,72018,262.1,48.005867,7.846723,-0.34,23.58,2.8,48.8,0.785,14.429,266.3310242,23.51065166,-0.409348343,27429.0,0.2612,0.3548,0.3568,0.0272,0.0,0.0
139,7/5/2022 20:00,1,7/5/2022 20:00,72028,261.8,48.005877,7.846513,-0.24,23.68,2.8,48.8,0.873,14.518,266.3310242,23.61065166,-0.309348343,27429.0,0.2612,0.3548,0.3568,0.0272,0.0,0.0
140,7/5/2022 20:00,1,7/5/2022 20:00,72055,266.7,48.005472,7.84482,-0.24,23.68,2.8,48.8,0.873,14.518,264.8770142,23.60120059,-0.318799408,27426.0,0.2588,0.3092,0.376,0.056,0.0,0.0
165,7/5/2022 20:05,1,7/5/2022 20:05,72355,272.8,48.001168,7.8382,0.53,24.09,-1.0,46.9,0.411,14.321,269.5323792,24.04146046,0.481460464,24025.0,0.0608,0.5956,0.3372,0.0064,0.0,0.0
166,7/5/2022 20:06,1,7/5/2022 20:06,72362,272.9,48.001168,7.838197,0.71,24.19,-2.3,45.9,0.154,14.108,269.5323792,24.14146046,0.661460464,24025.0,0.0608,0.5956,0.3372,0.0064,0.0,0.0
167,7/5/2022 20:06,1,7/5/2022 20:06,72371,273.7,48.001103,7.838155,0.71,24.19,-2.4,45.9,0.133,14.087,269.5444641,24.14153902,0.661539017,24025.0,0.0608,0.5956,0.3372,0.0064,0.0,0.0
168,7/5/2022 20:06,1,7/5/2022 20:06,72377,274.2,48.001243,7.837878,0.71,24.19,-2.7,45.6,0.047,14.001,269.07724,24.13850206,0.65850206,24025.0,0.0608,0.5956,0.3372,0.0064,0.0,0.0
184,7/5/2022 20:09,1,7/5/2022 20:09,72565,262.1,48.003622,7.831095,0.05,23.37,-1.2,47.7,-0.069,13.927,259.509613,23.25631248,-0.063687515,26055.0,0.2812,0.3156,0.3544,0.0488,0.0,0.0
186,7/5/2022 20:10,1,7/5/2022 20:10,72602,262.0,48.004473,7.828838,-0.28,22.96,-0.6,48.7,-0.191,13.869,257.9582214,22.83622844,-0.403771561,26731.0,0.0832,0.5252,0.3476,0.044,0.0,0.0
187,7/5/2022 20:10,1,7/5/2022 20:10,72610,261.8,48.004657,7.828348,-0.18,23.06,-0.8,48.6,-0.146,13.914,257.7572632,22.93492221,-0.305077789,26731.0,0.0832,0.5252,0.3476,0.044,0.0,0.0
211,7/5/2022 20:15,1,7/5/2022 20:15,72949,245.5,48.00909,7.822903,-0.75,22.14,1.7,52.4,0.038,14.171,246.3562164,21.94081541,-0.949184593,29978.0,0.5048,0.1284,0.3124,0.0544,0.0,0.0
245,7/5/2022 20:23,1,7/5/2022 20:23,73402,249.3,48.004693,7.821973,0.64,23.17,-0.2,51.7,0.746,14.909,254.4607239,23.02349471,0.493494705,26721.0,0.2284,0.3256,0.446,0.0,0.0,0.0
248,7/5/2022 20:23,1,7/5/2022 20:23,73432,250.5,48.003985,7.822067,0.43,22.96,0.1,52.0,0.644,14.806,254.5224457,22.8138959,0.283895897,26381.0,0.062,0.254,0.6764,0.0076,0.0,0.0
249,7/5/2022 20:24,1,7/5/2022 20:24,73441,251.1,48.003935,7.822043,0.46,22.96,-0.5,51.9,0.505,14.767,254.5224457,22.8138959,0.313895897,26381.0,0.062,0.254,0.6764,0.0076,0.0,0.0
267,7/5/2022 20:27,1,7/5/2022 20:27,73663,253.2,48.0012,7.82233,0.38,22.76,1.6,54.3,1.009,15.276,256.5573425,22.62712273,0.247122726,24342.0,0.2052,0.252,0.4252,0.1176,0.0,0.0
268,7/5/2022 20:27,1,7/5/2022 20:27,73670,252.1,48.001053,7.82262,0.38,22.76,1.7,54.5,1.048,15.315,256.738678,22.62830141,0.248301407,24002.0,0.3976,0.2812,0.3052,0.016,0.0,0.0
269,7/5/2022 20:27,1,7/5/2022 20:27,73676,252.8,48.000878,7.82299,0.38,22.76,1.6,54.4,1.028,15.296,257.4905396,22.63318851,0.253188507,24003.0,0.3452,0.2512,0.3236,0.08,0.0,0.0
302,7/5/2022 20:35,1,7/5/2022 20:35,74102,253.5,47.994348,7.820925,0.51,22.55,3.3,57.0,1.593,15.829,256.0227356,22.41364778,0.373647781,18899.0,0.184,0.3576,0.3676,0.0908,0.0,0.0
316,7/5/2022 20:37,1,7/5/2022 20:37,74268,256.1,47.990773,7.822973,-0.21,21.73,5.9,59.8,1.577,15.788,258.2790222,21.60831364,-0.331686356,16182.0,0.4264,0.11,0.3056,0.158,0.0,0.0
318,7/5/2022 20:38,1,7/5/2022 20:38,74291,254.3,47.99035,7.823805,-0.18,21.73,6.1,60.3,1.643,15.899,260.20224,21.62081456,-0.28918544,15843.0,0.1848,0.1636,0.3284,0.3232,0.0,0.0
335,7/5/2022 20:41,1,7/5/2022 20:41,74517,263.2,47.988175,7.828702,0.02,21.83,5.6,60.2,1.725,15.979,260.1460876,21.72044957,-0.08955043,14151.0,0.284,0.2764,0.3556,0.084,0.0,0.0
337,7/5/2022 20:42,1,7/5/2022 20:42,74535,264.9,47.988198,7.829317,0.06,21.83,5.2,59.8,1.648,15.886,260.6094971,21.72346173,-0.046538269,14492.0,0.3128,0.2456,0.3152,0.1264,0.0,0.0
354,7/5/2022 20:45,1,7/5/2022 20:45,74732,265.3,47.98543,7.82897,0.12,21.73,4.4,59.5,1.469,15.695,264.2167053,21.64690858,0.036908585,12111.0,0.0504,0.3048,0.6444,0.0004,0.0,0.0
364,7/5/2022 20:47,1,7/5/2022 20:47,74850,264.2,47.985763,7.83542,0.1,21.63,4.6,59.9,1.502,15.709,267.2902832,21.56688684,0.036886841,12461.0,0.1516,0.49,0.3204,0.038,0.0,0.0
379,7/5/2022 20:50,1,7/5/2022 20:50,75054,270.6,47.987652,7.834675,0.19,21.63,4.6,60.1,1.586,15.746,268.0028687,21.57151865,0.131518646,13820.0,0.0944,0.5264,0.3636,0.0156,0.0,0.0
395,7/5/2022 20:54,1,7/5/2022 20:54,75266,261.9,47.993998,7.839692,0.2,21.53,5.1,60.9,1.711,15.868,268.9259949,21.47751897,0.147518967,18587.0,0.034,0.5764,0.3896,0.0,0.0,0.0
396,7/5/2022 20:54,1,7/5/2022 20:54,75274,261.9,47.994288,7.83991,0.2,21.53,5.0,60.8,1.674,15.831,269.8771667,21.48370158,0.153701584,18928.0,0.1544,0.3592,0.4864,0.0,0.0,0.0
397,7/5/2022 20:54,1,7/5/2022 20:54,75284,265.2,47.994275,7.840072,0.2,21.53,4.9,60.7,1.656,15.813,270.7984924,21.4896902,0.159690201,18928.0,0.1544,0.3592,0.4864,0.0,0.0,0.0
398,7/5/2022 20:54,1,7/5/2022 20:54,75293,266.4,47.994213,7.840615,0.2,21.53,4.9,60.7,1.656,15.813,271.6990662,21.49554393,0.16554393,18929.0,0.1952,0.1532,0.6356,0.016,0.0,0.0
399,7/5/2022 20:55,1,7/5/2022 20:55,75302,268.1,47.994128,7.841107,0.24,21.53,4.8,60.8,1.671,15.831,274.9034424,21.51637238,0.226372375,18589.0,0.1988,0.3048,0.4956,0.0008,0.0,0.0
400,7/5/2022 20:55,1,7/5/2022 20:55,75330,267.3,47.99431,7.841828,0.24,21.53,4.7,60.6,1.635,15.795,276.687439,21.52796835,0.237968353,18930.0,0.1364,0.342,0.5144,0.0072,0.0,0.0
401,7/5/2022 20:55,1,7/5/2022 20:55,75344,263.4,47.994802,7.841417,0.24,21.53,4.8,60.7,1.653,15.813,274.8942871,21.51631287,0.226312866,19270.0,0.1924,0.3996,0.3936,0.0144,0.0,0.0
402,7/5/2022 20:55,1,7/5/2022 20:55,75353,261.2,47.995102,7.841258,0.24,21.53,4.9,60.9,1.69,15.849,272.8860474,21.50325931,0.213259308,19610.0,0.0644,0.4428,0.4924,0.0004,0.0,0.0
403,7/5/2022 20:56,1,7/5/2022 20:56,75362,263.1,47.995128,7.841733,0.39,21.63,4.6,60.6,1.762,15.893,276.3911743,21.62604263,0.386042633,19610.0,0.0644,0.4428,0.4924,0.0004,0.0,0.0
404,7/5/2022 20:56,1,7/5/2022 20:56,75370,267.0,47.995085,7.842243,0.39,21.63,4.6,60.6,1.762,15.893,277.6186523,21.63402124,0.39402124,19611.0,0.2,0.3676,0.4272,0.0052,0.0,0.0
405,7/5/2022 20:56,1,7/5/2022 20:56,75397,277.3,47.995085,7.843487,0.5,21.73,4.5,60.5,1.842,15.973,282.4650879,21.76552307,0.535523071,19613.0,0.0184,0.3136,0.668,0.0,0.0,0.0
406,7/5/2022 20:56,1,7/5/2022 20:56,75403,279.5,47.99528,7.843573,0.6,21.83,3.9,59.9,1.774,15.905,281.880188,21.86172122,0.631721222,19613.0,0.0184,0.3136,0.668,0.0,0.0,0.0
407,7/5/2022 20:56,1,7/5/2022 20:56,75412,282.1,47.995557,7.843673,0.6,21.83,3.9,59.9,1.774,15.905,280.5803833,21.85327249,0.623272491,19953.0,0.0472,0.5356,0.4052,0.012,0.0,0.0
408,7/5/2022 20:57,1,7/5/2022 20:57,75421,281.7,47.99579,7.843828,0.64,21.83,3.7,59.8,1.754,15.886,280.3979187,21.85208647,0.662086472,19953.0,0.0472,0.5356,0.4052,0.012,0.0,0.0
409,7/5/2022 20:57,1,7/5/2022 20:57,75429,282.7,47.995778,7.844022,0.64,21.83,3.6,59.8,1.735,15.867,281.2879639,21.85787177,0.667871765,19954.0,0.0516,0.3308,0.6176,0.0,0.0,0.0
410,7/5/2022 20:57,1,7/5/2022 20:57,75458,282.6,47.995587,7.845177,0.43,21.63,3.8,59.9,1.577,15.709,282.9207153,21.66848465,0.46848465,19955.0,0.1912,0.4088,0.3652,0.0348,0.0,0.0
415,7/5/2022 19:31,2,7/5/2022 19:31,70270,286.2,47.992185,7.844808,0.26,25.0,-0.4,40.5,0.322,13.068,277.401001,25.00260651,0.262606506,17235.0,0.2384,0.3772,0.3772,0.0072,0.0,0.0
416,7/5/2022 19:31,2,7/5/2022 19:31,70275,284.4,47.992177,7.84438,0.36,25.1,-0.8,40.1,0.272,13.018,276.1011047,25.09415718,0.354157181,17234.0,0.1948,0.288,0.516,0.0012,0.0,0.0
417,7/5/2022 19:31,2,7/5/2022 19:31,70282,282.2,47.992183,7.843898,0.36,25.1,-1.2,39.7,0.142,12.888,276.0398254,25.09375887,0.353758865,17233.0,0.188,0.39,0.4176,0.0044,0.0,0.0
418,7/5/2022 19:31,2,7/5/2022 19:31,70289,279.6,47.991995,7.843723,0.36,25.1,-1.4,39.5,0.077,12.823,275.5737,25.09072905,0.35072905,17233.0,0.188,0.39,0.4176,0.0044,0.0,0.0
423,7/5/2022 19:32,2,7/5/2022 19:32,70348,261.6,47.989852,7.843617,0.29,25.0,-1.1,39.5,0.098,12.745,273.9630432,24.98025978,0.270259781,15533.0,0.0836,0.5672,0.3324,0.0168,0.0,0.0
425,7/5/2022 19:33,2,7/5/2022 19:33,70385,243.3,47.988885,7.841833,0.52,25.2,-1.7,39.2,0.11,12.803,272.938324,25.17359911,0.493599106,14850.0,0.0876,0.4004,0.5,0.012,0.0,0.0
428,7/5/2022 19:33,2,7/5/2022 19:33,70413,235.4,47.989263,7.842182,0.72,25.4,-1.9,39.0,0.201,12.894,273.1954651,25.37527052,0.695270523,15191.0,0.0764,0.1968,0.726,0.0008,0.0,0.0
431,7/5/2022 19:34,2,7/5/2022 19:34,70464,245.9,47.988122,7.842433,0.54,25.2,-1.3,39.4,0.242,12.869,275.045166,25.18729358,0.527293579,14171.0,0.5628,0.076,0.348,0.0132,0.0,0.0
433,7/5/2022 19:34,2,7/5/2022 19:34,70481,253.4,47.98724,7.842245,0.44,25.1,-1.6,39.1,0.066,12.693,276.5586548,25.09713126,0.437131256,13491.0,0.5336,0.118,0.3416,0.0068,0.0,0.0
441,7/5/2022 19:36,2,7/5/2022 19:36,70615,256.8,47.986308,7.84369,-0.11,24.5,0.5,41.5,0.294,12.988,278.3545227,24.5088044,-0.101195602,12813.0,0.3304,0.2972,0.3612,0.0112,0.0,0.0
449,7/5/2022 19:38,2,7/5/2022 19:38,70710,253.8,47.984795,7.842585,-0.25,24.3,0.9,42.1,0.298,13.015,276.4677734,24.29654053,-0.253459473,11791.0,0.4624,0.174,0.3628,0.0008,0.0,0.0
450,7/5/2022 19:38,2,7/5/2022 19:38,70722,250.9,47.984762,7.841713,-0.15,24.4,1.1,42.3,0.44,13.157,278.2712708,24.40826326,-0.14173674,11790.0,0.2464,0.3108,0.4428,0.0,0.0,0.0
557,7/5/2022 20:00,2,7/5/2022 20:00,72047,322.1,47.966058,7.855272,-3.92,20.0,14.2,60.2,0.602,14.246,330.6344299,20.34862379,-3.571376205,2194.0,0.1124,0.4164,0.4572,0.014,0.0,0.0
737,7/5/2022 20:37,2,7/5/2022 20:37,74272,392.0,47.96486,7.861917,-3.45,18.5,12.3,66.2,0.034,14.245,368.516571,19.09485771,-2.855142288,1834.0,0.2856,0.2956,0.3376,0.0812,0.0,0.0
738,7/5/2022 20:38,2,7/5/2022 20:38,74280,386.1,47.96485,7.861917,-3.42,18.5,12.4,66.6,0.075,14.331,368.516571,19.09485771,-2.825142288,1834.0,0.2856,0.2956,0.3376,0.0812,0.0,0.0
