,Time_UTC,System_ID,Time_UTC_1,Seconds_in_day,Altitude,Latitude,Longitude,Temperature_diff_K,Absolute_temperature_degC,Relhumidity_diff_percent,Relhumidity_percent,Vapourpressure_diff_hPa,Vapourpressure_hPa,GPS_Altitude,T_adjusted,T_diff_adjusted,id,lc_tree,lc_pavd,lc_bldn,lc_grss,lc_watr,lc_soil
3240,6/29/2022 20:00,12,6/29/2022 20:00,72051,248.1,48.019275,7.856672,-0.27,23.17,2.6,64.0,0.758,18.449,250.9172211,23.00046193715,-0.439538062849998,35186.0,0.194,0.3688,0.4356,0.0016,0.0,0.0
3241,6/29/2022 20:00,12,6/29/2022 20:00,72057,248.1,48.019285,7.856658,-0.17,23.27,2.6,64.0,0.879,18.569,250.9172211,23.10046193715,-0.339538062849998,35186.0,0.194,0.3688,0.4356,0.0016,0.0,0.0
3242,6/29/2022 20:01,12,6/29/2022 20:01,72063,248.0,48.019287,7.856652,-0.11,23.27,2.7,64.3,0.957,18.671,250.9172211,23.10046193715,-0.279538062849998,35186.0,0.194,0.3688,0.4356,0.0016,0.0,0.0
3243,6/29/2022 20:01,12,6/29/2022 20:01,72077,249.1,48.019295,7.856723,-0.21,23.17,2.3,64.0,0.734,18.449,250.9172211,23.00046193715,-0.379538062849998,35186.0,0.194,0.3688,0.4356,0.0016,0.0,0.0
3247,6/29/2022 20:02,12,6/29/2022 20:02,72135,261.9,48.021663,7.858045,-0.36,22.96,2.9,64.7,0.715,18.428,249.0535431,22.77834803015,-0.541651969850002,36109.0,0.1836,0.378,0.4108,0.0276,0.0,0.0
3248,6/29/2022 20:02,12,6/29/2022 20:02,72142,261.9,48.021955,7.858183,-0.36,22.96,2.9,64.7,0.715,18.428,248.5702057,22.77520633705,-0.54479366295,36293.0,0.0672,0.5072,0.4236,0.002,0.0,0.0
3252,6/29/2022 20:03,12,6/29/2022 20:03,72196,250.6,48.024705,7.860317,-0.19,23.07,1.8,63.8,0.585,18.288,249.5647125,22.89167063125,-0.368329368749999,37380.0,0.1188,0.4616,0.4188,0.0008,0.0,0.0
3253,6/29/2022 20:03,12,6/29/2022 20:03,72203,251.1,48.02517,7.860363,-0.09,23.17,1.6,63.7,0.665,18.368,249.041748,22.988271362,-0.271728637999999,37554.0,0.0984,0.5088,0.3708,0.022,0.0,0.0
3254,6/29/2022 20:03,12,6/29/2022 20:03,72229,254.6,48.026497,7.86076,-0.09,23.17,1.6,63.6,0.644,18.347,247.015976,22.975103844,-0.284896155999999,38077.0,0.3492,0.294,0.3264,0.0304,0.0,0.0
3255,6/29/2022 20:03,12,6/29/2022 20:03,72236,256.7,48.026488,7.861053,0.01,23.27,0.9,63.0,0.582,18.285,249.1586914,23.0890314941,-0.170968505900001,38077.0,0.3492,0.294,0.3264,0.0304,0.0,0.0
3259,6/29/2022 20:04,12,6/29/2022 20:04,72285,265.7,48.026092,7.86365,-0.24,22.96,0.4,62.8,0.139,17.869,257.4519043,22.83293737795,-0.367062622050001,37907.0,0.3032,0.326,0.306,0.0648,0.0,0.0
3260,6/29/2022 20:04,12,6/29/2022 20:04,72295,262.4,48.025768,7.863832,-0.35,22.86,0.5,62.9,0.062,17.792,257.0150757,22.73009799205,-0.479902007950001,37733.0,0.2464,0.354,0.3552,0.0444,0.0,0.0
3261,6/29/2022 20:05,12,6/29/2022 20:05,72304,257.6,48.025298,7.86361,-0.41,22.76,0.5,63.0,-0.037,17.715,256.5980225,22.62738714625,-0.54261285375,37559.0,0.2892,0.3608,0.3012,0.0488,0.0,0.0
3263,6/29/2022 20:05,12,6/29/2022 20:05,72321,251.8,48.024842,7.86291,-0.41,22.76,0.7,63.3,0.042,17.794,254.3012848,22.6124583512,-0.557541648800001,37384.0,0.2884,0.366,0.3012,0.0444,0.0,0.0
3264,6/29/2022 20:05,12,6/29/2022 20:05,72350,246.3,48.024688,7.861423,-0.52,22.66,1.1,63.6,0.023,17.775,251.367218,22.493386917,-0.686613083000001,37382.0,0.2572,0.3168,0.3972,0.0288,0.0,0.0
3265,6/29/2022 20:05,12,6/29/2022 20:05,72356,246.3,48.024737,7.86184,-0.62,22.55,1.5,64.0,0.023,17.775,251.6136017,22.38498841105,-0.785011588950001,37382.0,0.2572,0.3168,0.3972,0.0288,0.0,0.0
3267,6/29/2022 20:06,12,6/29/2022 20:06,72372,249.3,48.024817,7.862945,-0.55,22.55,1.3,64.1,0.04,17.795,254.3012848,22.4024583512,-0.697541648800001,37384.0,0.2884,0.366,0.3012,0.0444,0.0,0.0
3268,6/29/2022 20:06,12,6/29/2022 20:06,72379,250.2,48.024615,7.86325,-0.55,22.55,1.4,64.2,0.059,17.814,255.4267273,22.40977372745,-0.690226272549999,37384.0,0.2884,0.366,0.3012,0.0444,0.0,0.0
3271,6/29/2022 20:07,12,6/29/2022 20:07,72419,241.3,48.022998,7.862013,-0.76,22.35,1.7,64.5,-0.078,17.677,253.0762634,22.1944957121,-0.915504287900001,36666.0,0.2972,0.3108,0.3696,0.0224,0.0,0.0
3272,6/29/2022 20:07,12,6/29/2022 20:07,72425,237.7,48.022912,7.861548,-0.7,22.35,1.8,64.8,0.01,17.774,252.8768005,22.19319920325,-0.856800796750002,36666.0,0.2972,0.3108,0.3696,0.0224,0.0,0.0
3273,6/29/2022 20:07,12,6/29/2022 20:07,72443,235.5,48.02287,7.861432,-0.7,22.35,1.7,64.8,-0.009,17.754,252.8768005,22.19319920325,-0.856800796750002,36666.0,0.2972,0.3108,0.3696,0.0224,0.0,0.0
3275,6/29/2022 20:08,12,6/29/2022 20:08,72480,246.8,48.022902,7.864122,-0.9,22.14,1.7,64.8,-0.223,17.541,256.0466003,22.00380290195,-1.03619709805,36670.0,0.2264,0.4136,0.3288,0.0312,0.0,0.0
3328,6/29/2022 20:19,12,6/29/2022 20:19,73145,271.2,48.007212,7.86497,-1.66,20.91,0.8,65.9,-1.305,16.513,282.47995,20.945619675,-1.624380325,28425.0,0.4736,0.1416,0.3168,0.068,0.0,0.0
3329,6/29/2022 20:19,12,6/29/2022 20:19,73174,269.0,48.007133,7.865977,-1.76,20.81,0.8,65.9,-1.415,16.403,286.4521179,20.87143876635,-1.69856123365,28427.0,0.2104,0.3012,0.3756,0.1128,0.0,0.0
3330,6/29/2022 20:19,12,6/29/2022 20:19,73182,271.9,48.007178,7.866028,-1.76,20.81,0.8,65.9,-1.415,16.403,286.4521179,20.87143876635,-1.69856123365,28427.0,0.2104,0.3012,0.3756,0.1128,0.0,0.0
3362,6/29/2022 20:26,12,6/29/2022 20:26,73573,273.6,48.004835,7.86379,-1.24,21.11,0.0,65.9,-1.071,16.735,276.5988464,21.1073925016,-1.2426074984,26784.0,0.3376,0.2832,0.3576,0.0216,0.0,0.0
3363,6/29/2022 20:26,12,6/29/2022 20:26,73582,271.9,48.004697,7.863347,-1.03,21.32,0.0,66.0,-0.847,16.96,276.2752075,21.31528884875,-1.03471115125,26443.0,0.2756,0.3508,0.3668,0.0068,0.0,0.0
3366,6/29/2022 20:27,12,6/29/2022 20:27,73627,275.1,48.005528,7.860805,-0.6,21.73,0.0,66.0,-0.384,17.416,271.1514587,21.69198448155,-0.638015518449999,27119.0,0.4068,0.2028,0.3644,0.026,0.0,0.0
3372,6/29/2022 20:28,12,6/29/2022 20:28,73699,272.6,48.006207,7.856013,-0.58,21.73,-0.1,66.0,-0.402,17.416,270.421814,21.687241791,-0.622758208999999,27766.0,0.4612,0.1584,0.3752,0.0052,0.0,0.0
3373,6/29/2022 20:28,12,6/29/2022 20:28,73705,274.2,48.006253,7.85563,-0.47,21.83,-0.1,66.0,-0.286,17.532,269.8700562,21.7836553653,-0.516344634699999,27765.0,0.1924,0.4916,0.3112,0.0048,0.0,0.0
3376,6/29/2022 20:29,12,6/29/2022 20:29,73744,274.3,48.005908,7.857278,-0.45,21.83,-0.2,66.0,-0.287,17.532,270.3595276,21.7868369294,-0.493163070599999,27445.0,0.542,0.0244,0.4208,0.0128,0.0,0.0
3377,6/29/2022 20:29,12,6/29/2022 20:29,73750,275.8,48.00563,7.857285,-0.45,21.83,-0.2,66.0,-0.287,17.532,270.6913147,21.78899354555,-0.491006454449999,27445.0,0.542,0.0244,0.4208,0.0128,0.0,0.0
3378,6/29/2022 20:29,12,6/29/2022 20:29,73756,277.5,48.005342,7.857268,-0.45,21.83,-0.2,66.0,-0.287,17.532,271.8778076,21.7967057494,-0.483294250600001,27114.0,0.5896,0.0864,0.3128,0.0112,0.0,0.0
3379,6/29/2022 20:29,12,6/29/2022 20:29,73782,281.7,48.003988,7.857092,-0.55,21.73,-0.2,66.0,-0.403,17.416,272.5643921,21.70116854865,-0.578831451350001,26094.0,0.4116,0.2648,0.3208,0.0028,0.0,0.0
3380,6/29/2022 20:29,12,6/29/2022 20:29,73789,283.6,48.00363,7.857032,-0.35,21.94,-0.2,66.1,-0.171,17.648,272.7322388,21.9122595522,-0.377740447799999,25753.0,0.448,0.1488,0.332,0.0712,0.0,0.0
3381,6/29/2022 20:29,12,6/29/2022 20:29,73795,283.1,48.00332,7.85696,-0.35,21.94,-0.2,66.1,-0.171,17.648,273.2533569,21.91564681985,-0.374353180150001,25753.0,0.448,0.1488,0.332,0.0712,0.0,0.0
3385,6/29/2022 20:30,12,6/29/2022 20:30,73840,284.6,48.001073,7.856368,-0.41,21.83,-0.3,66.0,-0.261,17.532,278.1810303,21.83767669695,-0.40232330305,24052.0,0.3648,0.15,0.4152,0.07,0.0,0.0
3387,6/29/2022 20:30,12,6/29/2022 20:30,73856,285.6,48.000668,7.855753,0.0,22.24,-0.4,66.0,0.17,17.962,276.9808655,22.23987562575,-0.0001243742499994,23711.0,0.3328,0.3508,0.302,0.0144,0.0,0.0
3388,6/29/2022 20:31,12,6/29/2022 20:31,73870,284.0,48.000885,7.854762,0.13,22.35,-0.8,65.6,0.207,17.985,276.1192322,22.3442750093,0.124275009300001,23710.0,0.1888,0.486,0.3192,0.006,0.0,0.0
3394,6/29/2022 20:32,12,6/29/2022 20:32,73949,295.9,48.000477,7.853672,0.48,22.66,-1.9,64.8,0.3,18.089,280.1078796,22.6802012174,0.5002012174,23368.0,0.2692,0.4216,0.308,0.0012,0.0,0.0
3395,6/29/2022 20:32,12,6/29/2022 20:32,73956,296.5,48.000197,7.853525,0.69,22.86,-2.0,64.6,0.48,18.268,279.0735779,22.87347825635,0.703478256349998,23368.0,0.2692,0.4216,0.308,0.0012,0.0,0.0
3396,6/29/2022 20:32,12,6/29/2022 20:32,73961,296.0,48.000138,7.853507,0.69,22.86,-2.1,64.5,0.46,18.248,278.2409973,22.86806648245,0.698066482450001,23368.0,0.2692,0.4216,0.308,0.0012,0.0,0.0
3397,6/29/2022 20:32,12,6/29/2022 20:32,73968,295.9,48.00013,7.853525,0.69,22.86,-1.9,64.7,0.519,18.308,278.2409973,22.86806648245,0.698066482450001,23368.0,0.2692,0.4216,0.308,0.0012,0.0,0.0
3399,6/29/2022 20:33,12,6/29/2022 20:33,74001,289.9,47.999612,7.855343,0.74,22.86,-2.4,64.4,0.435,18.209,278.6394958,22.8706567227,0.750656722699999,22691.0,0.2624,0.4204,0.3068,0.0104,0.0,0.0
3400,6/29/2022 20:33,12,6/29/2022 20:33,74010,289.7,47.999412,7.855947,0.74,22.86,-2.3,64.4,0.454,18.228,279.4403381,22.87586219765,0.755862197650002,22692.0,0.0788,0.4304,0.488,0.0028,0.0,0.0
3415,6/29/2022 20:36,12,6/29/2022 20:36,74210,277.2,47.995677,7.857137,0.1,22.14,-1.7,65.4,-0.067,17.693,292.0335693,22.23771820045,0.19771820045,19973.0,0.1696,0.3096,0.5188,0.002,0.0,0.0
3416,6/29/2022 20:36,12,6/29/2022 20:36,74219,277.3,47.995328,7.856772,0.1,22.14,-1.7,65.4,-0.067,17.693,289.2919617,22.21989775105,0.179897751050002,19633.0,0.154,0.4544,0.358,0.0336,0.0,0.0
3418,6/29/2022 20:37,12,6/29/2022 20:37,74242,282.4,47.99437,7.85591,0.22,22.24,-1.5,65.5,0.098,17.848,299.0667725,22.38343402125,0.363434021250002,18951.0,0.124,0.1744,0.6716,0.03,0.0,0.0
3422,6/29/2022 20:38,12,6/29/2022 20:38,74292,285.1,47.992648,7.853908,-0.05,21.94,-1.2,66.1,-0.108,17.648,289.5591125,22.02163423125,0.0316342312499998,17588.0,0.092,0.474,0.432,0.002,0.0,0.0
3423,6/29/2022 20:38,12,6/29/2022 20:38,74301,285.0,47.992367,7.853608,-0.05,21.94,-1.2,66.1,-0.108,17.648,287.1682434,22.0060935821,0.0160935820999988,17248.0,0.0732,0.4532,0.4696,0.004,0.0,0.0
3431,6/29/2022 20:40,12,6/29/2022 20:40,74404,283.3,47.99087,7.853095,-0.29,21.63,-1.5,66.0,-0.436,17.301,284.4821777,21.67863415505,-0.241365844950001,16227.0,0.3632,0.2532,0.3764,0.0012,0.006,0.0
3432,6/29/2022 20:40,12,6/29/2022 20:40,74410,281.8,47.990783,7.852703,-0.29,21.63,-1.5,66.0,-0.436,17.301,284.2595215,21.67718688975,-0.242813110249998,16227.0,0.3632,0.2532,0.3764,0.0012,0.006,0.0
3433,6/29/2022 20:40,12,6/29/2022 20:40,74416,280.2,47.990687,7.852223,-0.39,21.53,-1.5,66.0,-0.551,17.187,283.5816956,21.5727810214,-0.3472189786,16226.0,0.4832,0.1416,0.3548,0.0204,0.0,0.0
3436,6/29/2022 20:40,12,6/29/2022 20:40,74455,273.2,47.990638,7.849028,-0.18,21.73,-1.4,66.0,-0.321,17.416,280.6419373,21.75367259245,-0.156327407549999,16221.0,0.104,0.1684,0.7272,0.0004,0.0,0.0
3437,6/29/2022 20:41,12,6/29/2022 20:41,74461,273.5,47.990688,7.84868,-0.06,21.83,-1.5,66.0,-0.208,17.532,281.3695374,21.8584019931,-0.031598006899999,16221.0,0.104,0.1684,0.7272,0.0004,0.0,0.0
3438,6/29/2022 20:41,12,6/29/2022 20:41,74468,274.9,47.990745,7.848265,-0.06,21.83,-1.5,66.0,-0.208,17.532,280.9708252,21.8558103638,-0.0341896361999984,16220.0,0.0064,0.488,0.5052,0.0004,0.0,0.0
3439,6/29/2022 20:41,12,6/29/2022 20:41,74494,275.4,47.990872,7.846585,-0.06,21.83,-1.5,66.0,-0.208,17.532,280.2153625,21.85089985625,-0.0391001437499993,16217.0,0.1436,0.4532,0.3744,0.0288,0.0,0.0
3440,6/29/2022 20:41,12,6/29/2022 20:41,74500,275.6,47.990908,7.846148,0.04,21.94,-1.5,66.1,-0.091,17.648,278.0815735,21.94703022775,0.0470302277500005,16217.0,0.1436,0.4532,0.3744,0.0288,0.0,0.0
3451,6/29/2022 19:34,13,6/29/2022 19:34,70455,279.4,47.995608,7.845613,-0.12,24.33,-1.6,54.9,-0.312,16.994,283.3561707,24.37131510955,-0.0786848904500016,19956.0,0.3164,0.2056,0.3848,0.0932,0.0,0.0
3452,6/29/2022 19:34,13,6/29/2022 19:34,70468,274.5,47.995765,7.844853,-0.12,24.33,-2.0,54.5,-0.426,16.88,282.5204468,24.3658829042,-0.0841170957999989,19955.0,0.1912,0.4088,0.3652,0.0348,0.0,0.0
3453,6/29/2022 19:34,13,6/29/2022 19:34,70496,263.5,47.996293,7.843252,-0.12,24.33,-2.0,54.5,-0.426,16.88,278.4193115,24.33922552475,-0.110774475249999,20293.0,0.0324,0.2624,0.6988,0.0064,0.0,0.0
3454,6/29/2022 19:35,13,6/29/2022 19:35,70502,261.2,47.996325,7.842685,0.21,24.64,-2.4,54.2,-0.221,17.106,276.78302,24.63858963,0.208589630000001,20292.0,0.0772,0.5692,0.3272,0.0264,0.0,0.0
3455,6/29/2022 19:35,13,6/29/2022 19:35,70509,261.3,47.996453,7.842142,0.31,24.74,-2.4,54.2,-0.116,17.211,274.9465637,24.72665266405,0.296652664049998,20631.0,0.2888,0.366,0.3428,0.0024,0.0,0.0
3456,6/29/2022 19:35,13,6/29/2022 19:35,70518,258.3,47.996657,7.84209,0.31,24.74,-2.4,54.2,-0.116,17.211,274.9465637,24.72665266405,0.296652664049998,20631.0,0.2888,0.366,0.3428,0.0024,0.0,0.0
3459,6/29/2022 19:35,13,6/29/2022 19:35,70556,251.7,47.998108,7.843272,0.41,24.84,-3.1,53.5,-0.216,17.111,274.0572205,24.82087193325,0.39087193325,21653.0,0.1132,0.1212,0.7604,0.0052,0.0,0.0
3461,6/29/2022 19:36,13,6/29/2022 19:36,70578,255.8,47.99901,7.84401,0.46,24.84,-3.4,53.2,-0.262,16.994,274.4290161,24.82328860465,0.443288604649999,22334.0,0.3016,0.2836,0.4052,0.0096,0.0,0.0
3463,6/29/2022 19:36,13,6/29/2022 19:36,70615,259.4,47.99943,7.843668,0.46,24.84,-3.3,53.3,-0.232,17.023,272.8357239,24.81293220535,0.432932205349998,22673.0,0.1628,0.458,0.378,0.0012,0.0,0.0
3464,6/29/2022 19:37,13,6/29/2022 19:37,70622,259.4,47.999517,7.843163,0.29,24.64,-3.4,53.5,-0.434,16.874,271.8335571,24.60641812115,0.256418121149999,22673.0,0.1628,0.458,0.378,0.0012,0.0,0.0
3467,6/29/2022 19:37,13,6/29/2022 19:37,70645,259.1,47.999945,7.841478,0.4,24.74,-3.3,53.5,-0.301,17.007,272.0840149,24.70804609685,0.368046096849999,23010.0,0.2288,0.29,0.4792,0.002,0.0,0.0
3468,6/29/2022 19:37,13,6/29/2022 19:37,70675,254.4,48.00067,7.839478,0.6,24.95,-3.0,53.8,-0.003,17.305,270.2617798,24.9062015687,0.556201568699999,23687.0,0.1328,0.4444,0.4212,0.0016,0.0,0.0
3469,6/29/2022 19:38,13,6/29/2022 19:38,70685,252.7,48.000858,7.838875,0.64,24.95,-2.9,53.9,0.074,17.335,269.997467,24.9044835355,0.5944835355,23686.0,0.0608,0.3772,0.5576,0.0044,0.0,0.0
3473,6/29/2022 19:38,13,6/29/2022 19:38,70739,255.3,48.001227,7.838092,0.64,24.95,-2.8,54.0,0.103,17.364,269.5323792,24.9014604648,0.5914604648,24025.0,0.0608,0.5956,0.3372,0.0064,0.0,0.0
3481,6/29/2022 19:40,13,6/29/2022 19:40,70835,255.5,48.003688,7.831077,0.24,24.43,-1.7,55.3,0.046,17.242,259.509613,24.3163124845,0.126312484499999,26055.0,0.2812,0.3156,0.3544,0.0488,0.0,0.0
3483,6/29/2022 19:41,13,6/29/2022 19:41,70867,256.9,48.004528,7.828858,0.19,24.33,-1.4,55.8,0.065,17.279,257.9582214,24.2062284391,0.0662284391000001,26731.0,0.0832,0.5252,0.3476,0.044,0.0,0.0
3484,6/29/2022 19:41,13,6/29/2022 19:41,70875,256.7,48.004738,7.828315,-0.12,24.02,-0.5,56.8,0.029,17.244,257.7572632,23.8949222108,-0.245077789199999,26731.0,0.0832,0.5252,0.3476,0.044,0.0,0.0
3487,6/29/2022 19:41,13,6/29/2022 19:41,70894,252.1,48.005255,7.826947,0.08,24.23,-0.4,56.8,0.271,17.485,255.7952271,24.09216897615,-0.0578310238500013,27400.0,0.1828,0.2628,0.5368,0.0176,0.0,0.0
3523,6/29/2022 19:49,13,6/29/2022 19:49,71358,237.9,48.017178,7.813167,-1.35,22.57,6.3,64.9,0.648,18.049,241.516037,22.3393542405,-1.5806457595,34275.0,0.6072,0.0024,0.3904,0.0,0.0,0.0
3538,6/29/2022 19:52,13,6/29/2022 19:52,71549,222.0,48.018573,7.807623,-2.6,21.23,12.5,71.9,0.86,18.373,236.0055084,20.9635358046,-2.8664641954,35113.0,0.334,0.286,0.3728,0.0072,0.0,0.0
3539,6/29/2022 19:52,13,6/29/2022 19:52,71556,221.7,48.018827,7.807625,-2.6,21.23,12.7,72.0,0.907,18.42,234.167984,20.951591896,-2.878408104,35113.0,0.334,0.286,0.3728,0.0072,0.0,0.0
3543,6/29/2022 19:53,13,6/29/2022 19:53,71601,230.9,48.01984,7.806277,-2.22,21.54,11.9,71.5,1.115,18.649,231.7965546,21.2461776049,-2.5138223951,35479.0,0.2784,0.3208,0.3908,0.01,0.0,0.0
3544,6/29/2022 19:53,13,6/29/2022 19:53,71609,231.0,48.020147,7.80626,-1.81,21.95,10.9,70.5,1.315,18.848,233.2078857,21.66535125705,-2.09464874295,35663.0,0.2888,0.36,0.3444,0.0068,0.0,0.0
3547,6/29/2022 19:54,13,6/29/2022 19:54,71640,236.9,48.02078,7.806875,-1.74,21.95,10.4,70.3,1.252,18.798,235.0437622,21.6772844543,-2.0127155457,35848.0,0.5156,0.1292,0.318,0.0372,0.0,0.0
3551,6/29/2022 19:54,13,6/29/2022 19:54,71695,236.0,48.021803,7.808255,-1.85,21.85,11.0,70.9,1.307,18.854,236.1021729,21.58416412385,-2.11583587615,36402.0,0.466,0.0852,0.3408,0.108,0.0,0.0
3553,6/29/2022 19:55,13,6/29/2022 19:55,71731,230.7,48.023102,7.80886,-1.69,21.95,11.3,71.5,1.549,19.12,232.419342,21.660225723,-1.979774277,36955.0,0.4924,0.1768,0.3104,0.0204,0.0,0.0
3575,6/29/2022 19:59,13,6/29/2022 19:59,71985,235.9,48.024623,7.808212,-2.04,21.44,13.1,74.2,1.558,19.204,232.0042877,21.14752787005,-2.33247212995,37476.0,0.5072,0.0196,0.4668,0.0064,0.0,0.0
3576,6/29/2022 19:59,13,6/29/2022 19:59,71999,233.9,48.024335,7.808123,-1.94,21.54,12.9,73.9,1.63,19.276,231.7915192,21.2461448748,-2.2338551252,37302.0,0.4644,0.184,0.3468,0.0048,0.0,0.0
3577,6/29/2022 20:00,13,6/29/2022 20:00,72008,233.5,48.024323,7.808163,-1.9,21.54,12.6,73.9,1.586,19.276,231.7915192,21.2461448748,-2.1938551252,37302.0,0.4644,0.184,0.3468,0.0048,0.0,0.0
3586,6/29/2022 20:01,13,6/29/2022 20:01,72112,232.0,48.025302,7.806595,-2.15,21.23,13.6,75.2,1.512,19.226,226.2659912,20.9002289428,-2.4797710572,37822.0,0.372,0.206,0.3856,0.0364,0.0,0.0
3587,6/29/2022 20:01,13,6/29/2022 20:01,72119,231.4,48.025272,7.806198,-2.25,21.13,14.0,75.7,1.509,19.224,225.6109772,20.7959713518,-2.5840286482,37647.0,0.3988,0.1548,0.3172,0.1292,0.0,0.0
3589,6/29/2022 20:02,13,6/29/2022 20:02,72152,230.7,48.025152,7.805948,-2.19,21.13,14.3,76.1,1.628,19.341,225.471405,20.7950641325,-2.5249358675,37647.0,0.3988,0.1548,0.3172,0.1292,0.0,0.0
3590,6/29/2022 20:02,13,6/29/2022 20:02,72162,231.0,48.025038,7.806058,-2.09,21.23,13.9,75.8,1.655,19.368,226.3250427,20.90061277755,-2.41938722245,37647.0,0.3988,0.1548,0.3172,0.1292,0.0,0.0
3591,6/29/2022 20:02,13,6/29/2022 20:02,72171,231.5,48.024738,7.806063,-2.19,21.13,13.3,75.1,1.369,19.082,228.2559967,20.81316397855,-2.50683602145,37473.0,0.432,0.1444,0.3224,0.1012,0.0,0.0
3601,6/29/2022 20:04,13,6/29/2022 20:04,72295,227.0,48.025522,7.805273,-2.8,20.41,17.3,79.7,1.613,19.343,226.5298462,20.0819440003,-3.1280559997,37820.0,0.2108,0.4328,0.3224,0.034,0.0,0.0
3602,6/29/2022 20:05,13,6/29/2022 20:05,72300,226.6,48.025702,7.805183,-2.66,20.51,17.1,79.7,1.713,19.465,226.1288757,20.17933769205,-2.99066230795,37820.0,0.2108,0.4328,0.3224,0.034,0.0,0.0
3603,6/29/2022 20:05,13,6/29/2022 20:05,72326,230.1,48.026133,7.805435,-2.56,20.61,16.7,79.3,1.745,19.497,225.8235931,20.27735335515,-2.89264664485,37994.0,0.2264,0.38,0.334,0.0596,0.0,0.0
3604,6/29/2022 20:05,13,6/29/2022 20:05,72332,229.9,48.02615,7.805475,-2.35,20.82,15.7,78.2,1.737,19.489,225.8235931,20.48735335515,-2.68264664485,37994.0,0.2264,0.38,0.334,0.0596,0.0,0.0
3608,6/29/2022 20:06,13,6/29/2022 20:06,72384,231.0,48.026783,7.80598,-2.08,21.02,14.5,77.4,1.769,19.524,225.3285675,20.68413568875,-2.41586431125,38343.0,0.1868,0.452,0.3344,0.0268,0.0,0.0
3609,6/29/2022 20:06,13,6/29/2022 20:06,72391,229.5,48.026855,7.80584,-2.08,21.02,14.0,76.8,1.629,19.384,225.3285675,20.68413568875,-2.41586431125,38343.0,0.1868,0.452,0.3344,0.0268,0.0,0.0
3612,6/29/2022 20:06,13,6/29/2022 20:06,72417,226.6,48.027243,7.805002,-1.87,21.23,13.5,76.3,1.755,19.51,227.045639,20.9052966535,-2.1947033465,38516.0,0.3028,0.232,0.4052,0.06,0.0,0.0
3696,6/29/2022 20:24,13,6/29/2022 20:24,73461,231.1,48.017213,7.801253,-1.48,20.92,9.0,74.8,0.929,18.751,234.8276062,20.6458794403,-1.7541205597,34472.0,0.2,0.2956,0.398,0.1064,0.0,0.0
3698,6/29/2022 20:24,13,6/29/2022 20:24,73494,234.1,48.016008,7.801725,-1.07,21.33,7.2,73.1,0.976,18.798,231.6873322,21.0354676593,-1.3645323407,33830.0,0.1204,0.3832,0.46,0.0364,0.0,0.0
3699,6/29/2022 20:25,13,6/29/2022 20:25,73500,236.8,48.015792,7.801858,-0.12,22.26,3.7,69.5,1.145,18.951,231.5739136,21.9647304384,-0.415269561600001,33617.0,0.2028,0.3732,0.4076,0.0164,0.0,0.0
3700,6/29/2022 20:25,13,6/29/2022 20:25,73509,241.8,48.01544,7.802102,-0.12,22.26,3.3,69.1,1.044,18.85,232.293045,21.9694047925,-0.410595207500001,33617.0,0.2028,0.3732,0.4076,0.0164,0.0,0.0
3701,6/29/2022 20:25,13,6/29/2022 20:25,73519,244.1,48.015333,7.802388,-0.01,22.37,2.6,68.4,0.959,18.765,233.3121643,22.08602906795,-0.29397093205,33403.0,0.124,0.3316,0.4988,0.0456,0.0,0.0
3716,6/29/2022 20:28,13,6/29/2022 20:28,73714,232.2,48.014478,7.804882,-0.46,21.85,4.9,71.0,1.06,18.878,233.7740326,21.5690312119,-0.740968788100001,33193.0,0.3144,0.2432,0.3792,0.0632,0.0,0.0
3717,6/29/2022 20:28,13,6/29/2022 20:28,73728,231.6,48.014485,7.804888,-0.46,21.85,4.5,70.7,0.962,18.78,233.7740326,21.5690312119,-0.740968788100001,33193.0,0.3144,0.2432,0.3792,0.0632,0.0,0.0
3718,6/29/2022 20:29,13,6/29/2022 20:29,73756,236.5,48.014017,7.80522,-0.43,21.85,4.6,70.9,1.01,18.829,233.9738617,21.57033010105,-0.709669898950001,32755.0,0.4108,0.1552,0.4,0.034,0.0,0.0
3720,6/29/2022 20:29,13,6/29/2022 20:29,73771,241.2,48.013692,7.806273,-0.02,22.26,2.2,68.5,0.855,18.674,234.6482849,21.98471385185,-0.295286148149998,32757.0,0.188,0.392,0.3308,0.0892,0.0,0.0
3723,6/29/2022 20:30,13,6/29/2022 20:30,73824,251.5,48.012037,7.809068,0.23,22.47,0.8,67.2,0.757,18.55,239.9799957,22.22936997205,-0.0106300279500009,31793.0,0.1148,0.5664,0.3076,0.0112,0.0,0.0
3724,6/29/2022 20:30,13,6/29/2022 20:30,73830,253.7,48.011988,7.809147,0.54,22.78,-0.4,65.9,0.768,18.56,239.9799957,22.53936997205,0.299369972049999,31793.0,0.1148,0.5664,0.3076,0.0112,0.0,0.0
3725,6/29/2022 20:30,13,6/29/2022 20:30,73836,254.3,48.011973,7.809155,0.54,22.78,-0.8,65.6,0.664,18.456,239.9799957,22.53936997205,0.299369972049999,31793.0,0.1148,0.5664,0.3076,0.0112,0.0,0.0
3726,6/29/2022 20:30,13,6/29/2022 20:30,73842,254.5,48.011947,7.809172,0.54,22.78,-1.1,65.3,0.586,18.378,240.5889282,22.5433280333,0.303328033299999,31793.0,0.1148,0.5664,0.3076,0.0112,0.0,0.0
