,Time_UTC,System_ID,Time_UTC_1,Seconds_in_day,Altitude,Latitude,Longitude,Temperature_diff_K,Absolute_temperature_degC,Relhumidity_diff_percent,Relhumidity_percent,Vapourpressure_diff_hPa,Vapourpressure_hPa,GPS_Altitude,T_adjusted,T_diff_adjusted,id,lc_tree,lc_pavd,lc_bldn,lc_grss,lc_watr,lc_soil,green
2759,6/29/2022 20:08,11,6/29/2022 20:08,72485,134.3,47.993785,7.846212,-0.24,22.77,3.0,66.2,0.867,18.629,283.1145325,22.80974446125,-0.200255538750001,18597.0,0.1776,0.0744,0.7292,0.0188,0.0,0.0,0.19640000000000002
2760,6/29/2022 20:08,11,6/29/2022 20:08,72495,134.3,47.99379,7.846227,-0.24,22.77,3.0,66.2,0.867,18.629,283.1145325,22.80974446125,-0.200255538750001,18597.0,0.1776,0.0744,0.7292,0.0188,0.0,0.0,0.19640000000000002
2761,6/29/2022 20:08,11,6/29/2022 20:08,72502,134.3,47.993792,7.846228,-0.24,22.77,2.9,66.2,0.845,18.607,283.1145325,22.80974446125,-0.200255538750001,18597.0,0.1776,0.0744,0.7292,0.0188,0.0,0.0,0.19640000000000002
2762,6/29/2022 20:08,11,6/29/2022 20:08,72527,134.3,47.993798,7.846212,-0.24,22.77,3.1,66.4,0.911,18.672,283.1145325,22.80974446125,-0.200255538750001,18597.0,0.1776,0.0744,0.7292,0.0188,0.0,0.0,0.19640000000000002
2784,6/29/2022 20:20,11,6/29/2022 20:20,73239,293.5,47.993437,7.845238,0.86,23.39,0.4,65.6,1.392,19.191,282.6882019,23.42697331235,0.89697331235,18255.0,0.1172,0.332,0.5388,0.012,0.0,0.0,0.1292
2785,6/29/2022 20:20,11,6/29/2022 20:20,73248,292.0,47.99368,7.845077,0.86,23.39,0.4,65.6,1.392,19.191,283.2702942,23.4307569123,0.900756912300001,18255.0,0.1172,0.332,0.5388,0.012,0.0,0.0,0.1292
2786,6/29/2022 20:20,11,6/29/2022 20:20,73256,290.9,47.99368,7.845028,0.86,23.39,0.6,65.8,1.437,19.237,283.2702942,23.4307569123,0.900756912300001,18255.0,0.1172,0.332,0.5388,0.012,0.0,0.0,0.1292
2797,6/29/2022 20:23,11,6/29/2022 20:23,73423,289.5,47.99582,7.844193,0.25,22.66,0.6,66.3,0.723,18.522,280.920166,22.685481079,0.275481078999999,19954.0,0.0516,0.3308,0.6176,0.0,0.0,0.0,0.0516
2798,6/29/2022 20:23,11,6/29/2022 20:23,73432,291.7,47.995882,7.843678,0.25,22.66,0.5,66.2,0.701,18.5,279.9289551,22.67903820815,0.26903820815,19953.0,0.0472,0.5356,0.4052,0.012,0.0,0.0,0.0592
2801,6/29/2022 20:24,11,6/29/2022 20:24,73459,312.7,47.9965,7.842857,0.36,22.77,0.3,66.2,0.784,18.607,277.1935425,22.77125802625,0.361258026249999,20632.0,0.0244,0.1728,0.794,0.0088,0.0,0.0,0.0332
2804,6/29/2022 20:25,11,6/29/2022 20:25,73500,335.7,47.997468,7.84467,0.47,22.87,0.3,66.1,0.892,18.715,279.0222168,22.8831444092,0.483144409199999,21315.0,0.0368,0.2616,0.7,0.0016,0.0,0.0,0.0384
2805,6/29/2022 20:25,11,6/29/2022 20:25,73508,345.7,47.99784,7.84475,0.59,22.98,0.1,65.9,0.973,18.779,279.3563843,22.99531649795,0.60531649795,21655.0,0.0092,0.3336,0.6564,0.0008,0.0,0.0,0.01
2806,6/29/2022 20:25,11,6/29/2022 20:25,73530,364.9,47.998428,7.845403,0.59,22.98,0.1,65.9,0.973,18.779,278.7965088,22.9916773072,0.601677307199999,21996.0,0.0708,0.4504,0.4776,0.0012,0.0,0.0,0.07200000000000001
2807,6/29/2022 20:25,11,6/29/2022 20:25,73556,377.0,47.999168,7.84654,0.91,23.29,-0.8,65.0,1.074,18.88,276.513855,23.2868400575,0.906840057499998,22678.0,0.1252,0.3716,0.502,0.0012,0.0,0.0,0.1264
2808,6/29/2022 20:26,11,6/29/2022 20:26,73565,373.6,47.999162,7.846603,1.04,23.39,-1.1,64.8,1.136,18.943,276.513855,23.3868400575,1.0368400575,22678.0,0.1252,0.3716,0.502,0.0012,0.0,0.0,0.1264
2809,6/29/2022 20:26,11,6/29/2022 20:26,73574,373.1,47.99927,7.846727,1.14,23.5,-1.5,64.4,1.154,18.96,275.9512634,23.4931832121,1.1331832121,22678.0,0.1252,0.3716,0.502,0.0012,0.0,0.0,0.1264
2810,6/29/2022 20:26,11,6/29/2022 20:26,73582,377.4,47.999647,7.846885,1.14,23.5,-1.6,64.4,1.131,18.938,275.1672363,23.48808703595,1.12808703595,23018.0,0.24,0.162,0.5936,0.0044,0.0,0.0,0.24439999999999998
2811,6/29/2022 20:26,11,6/29/2022 20:26,73591,375.8,47.999952,7.847222,1.14,23.5,-1.6,64.4,1.131,18.938,275.0100708,23.4870654602,1.1270654602,23019.0,0.2368,0.2668,0.4416,0.0548,0.0,0.0,0.2916
2812,6/29/2022 20:27,11,6/29/2022 20:27,73619,383.0,48.000442,7.848748,1.25,23.6,-2.2,63.8,1.079,18.885,277.1546021,23.60100491365,1.25100491365,23361.0,0.1976,0.1904,0.5352,0.0768,0.0,0.0,0.2744
2814,6/29/2022 20:27,11,6/29/2022 20:27,73638,369.1,48.001197,7.84925,1.27,23.6,-2.5,63.5,0.994,18.794,277.0562439,23.60036558535,1.27036558535,24042.0,0.2972,0.2544,0.448,0.0004,0.0,0.0,0.29760000000000003
2815,6/29/2022 20:27,11,6/29/2022 20:27,73647,352.5,48.001617,7.849492,1.27,23.6,-2.1,63.9,1.109,18.908,276.4416199,23.59637052935,1.26637052935,24382.0,0.2808,0.2788,0.4404,0.0,0.0,0.0,0.2808
2822,6/29/2022 20:29,11,6/29/2022 20:29,73751,305.7,47.999042,7.85046,1.21,23.5,-2.2,64.1,1.028,18.847,275.900116,23.492850754,1.202850754,22343.0,0.1556,0.3396,0.494,0.0108,0.0,0.0,0.1664
2824,6/29/2022 20:29,11,6/29/2022 20:29,73768,312.6,47.99812,7.850085,1.21,23.5,-2.0,64.3,1.096,18.915,279.4332275,23.51581597875,1.22581597875,21663.0,0.0632,0.42,0.5164,0.0004,0.0,0.0,0.0636
2825,6/29/2022 20:29,11,6/29/2022 20:29,73788,313.5,47.997693,7.850647,1.21,23.5,-2.1,64.2,1.074,18.892,280.6972046,23.5240318299,1.2340318299,21324.0,0.0596,0.2492,0.6904,0.0008,0.0,0.0,0.0604
2826,6/29/2022 20:29,11,6/29/2022 20:29,73797,318.4,47.997512,7.851273,1.11,23.39,-2.1,64.2,0.944,18.762,283.183136,23.430190384,1.150190384,21325.0,0.0192,0.354,0.6232,0.0036,0.0,0.0,0.022799999999999997
2827,6/29/2022 20:30,11,6/29/2022 20:30,73825,319.9,47.99741,7.852503,1.05,23.29,-2.0,64.3,0.885,18.678,284.5352173,23.33897891245,1.09897891245,20986.0,0.0088,0.5108,0.48,0.0004,0.0,0.0,0.0092
2828,6/29/2022 20:30,11,6/29/2022 20:30,73834,320.5,47.99738,7.853002,1.05,23.29,-2.0,64.3,0.885,18.678,283.9518127,23.33518678255,1.09518678255,20987.0,0.0464,0.2528,0.6984,0.0024,0.0,0.0,0.048799999999999996
2829,6/29/2022 20:30,11,6/29/2022 20:30,73842,324.2,47.997225,7.853782,1.05,23.29,-2.0,64.4,0.908,18.7,283.5622559,23.33265466335,1.09265466335,20988.0,0.0768,0.3468,0.5592,0.0172,0.0,0.0,0.094
2910,6/29/2022 20:47,11,6/29/2022 20:47,74835,283.0,47.995925,7.857185,0.47,22.25,0.0,68.0,0.79,18.519,285.0524902,22.3023411863,0.522341186300001,19973.0,0.1696,0.3096,0.5188,0.002,0.0,0.0,0.1716
2911,6/29/2022 20:47,11,6/29/2022 20:47,74846,286.9,47.99613,7.856538,0.36,22.14,0.0,68.0,0.661,18.39,283.1300049,22.17984503185,0.39984503185,20312.0,0.3908,0.1464,0.4116,0.0512,0.0,0.0,0.442
2914,6/29/2022 20:48,11,6/29/2022 20:48,74888,299.5,47.996498,7.854185,0.6,22.35,-0.3,67.7,0.855,18.563,283.8383484,22.3944492646,0.644449264600001,20309.0,0.0892,0.308,0.5984,0.0044,0.0,0.0,0.0936
2915,6/29/2022 20:48,11,6/29/2022 20:48,74898,305.5,47.996048,7.8542,0.6,22.35,-0.3,67.7,0.855,18.563,283.3841248,22.3914968112,0.641496811199998,19969.0,0.204,0.2852,0.4964,0.0144,0.0,0.0,0.21839999999999998
2916,6/29/2022 20:48,11,6/29/2022 20:48,74904,310.4,47.995685,7.854143,0.6,22.35,-0.3,67.7,0.855,18.563,283.2628479,22.39070851135,0.640708511350001,19969.0,0.204,0.2852,0.4964,0.0144,0.0,0.0,0.21839999999999998
2917,6/29/2022 20:48,11,6/29/2022 20:48,74930,321.0,47.994418,7.853863,0.5,22.25,0.5,68.5,0.958,18.667,288.7174683,22.32616354395,0.576163543949999,18948.0,0.0284,0.2364,0.7348,0.0004,0.0,0.0,0.028800000000000003
2918,6/29/2022 20:48,11,6/29/2022 20:48,74939,326.3,47.994013,7.853857,0.29,22.04,0.4,68.5,0.7,18.408,290.4457092,22.1273971098,0.377397109800001,18608.0,0.0356,0.3012,0.6612,0.002,0.0,0.0,0.0376
2919,6/29/2022 20:49,11,6/29/2022 20:49,74947,330.3,47.993583,7.853898,0.2,21.93,0.5,68.7,0.621,18.363,290.4696655,22.01755282575,0.287552825749999,18268.0,0.0756,0.3664,0.5572,0.0008,0.0,0.0,0.0764
2920,6/29/2022 20:49,11,6/29/2022 20:49,74960,332.3,47.993067,7.854007,0.1,21.83,0.7,68.9,0.555,18.297,290.7108154,21.9191203001,0.189120300099999,17929.0,0.0652,0.4436,0.4852,0.006,0.0,0.0,0.0712
2922,6/29/2022 20:49,11,6/29/2022 20:49,74993,314.6,47.992843,7.853863,0.0,21.73,0.7,69.0,0.447,18.19,290.4101868,21.8171662142,0.0871662141999998,17588.0,0.092,0.474,0.432,0.002,0.0,0.0,0.094
2923,6/29/2022 20:50,11,6/29/2022 20:50,75003,313.7,47.993035,7.853587,-0.07,21.62,0.7,68.9,0.353,18.063,289.4765625,21.70109765625,0.0110976562500016,17928.0,0.0604,0.078,0.8596,0.002,0.0,0.0,0.062400000000000004
2924,6/29/2022 20:50,11,6/29/2022 20:50,75014,312.4,47.99314,7.853218,0.03,21.73,0.7,69.0,0.48,18.19,288.3883972,21.8040245818,0.1040245818,17927.0,0.2056,0.2928,0.4956,0.006,0.0,0.0,0.2116
2925,6/29/2022 20:50,11,6/29/2022 20:50,75021,312.9,47.99307,7.85311,-0.07,21.62,0.7,68.9,0.353,18.063,287.4811707,21.68812760955,-0.0018723904499997,17927.0,0.2056,0.2928,0.4956,0.006,0.0,0.0,0.2116
2926,6/29/2022 20:50,11,6/29/2022 20:50,75029,313.5,47.99304,7.853005,-0.07,21.62,0.7,68.9,0.353,18.063,287.4811707,21.68812760955,-0.0018723904499997,17927.0,0.2056,0.2928,0.4956,0.006,0.0,0.0,0.2116
2927,6/29/2022 20:50,11,6/29/2022 20:50,75055,316.0,47.992688,7.853505,0.03,21.73,0.7,69.0,0.48,18.19,286.8507385,21.79402980025,0.094029800250001,17588.0,0.092,0.474,0.432,0.002,0.0,0.0,0.094
2928,6/29/2022 20:51,11,6/29/2022 20:51,75062,316.4,47.99288,7.853305,-0.05,21.62,0.6,68.9,0.367,18.063,287.6262512,21.6890706328,0.019070632799999,17588.0,0.092,0.474,0.432,0.002,0.0,0.0,0.094
2929,6/29/2022 20:51,11,6/29/2022 20:51,75069,316.7,47.99312,7.853065,-0.05,21.62,0.6,68.9,0.367,18.063,287.4811707,21.68812760955,0.0181276095500003,17927.0,0.2056,0.2928,0.4956,0.006,0.0,0.0,0.2116
2930,6/29/2022 20:51,11,6/29/2022 20:51,75080,313.7,47.992912,7.852583,-0.15,21.52,0.6,68.9,0.24,17.936,286.1124268,21.5792307742,-0.0907692258000004,17586.0,0.214,0.2256,0.5072,0.0532,0.0,0.0,0.2672
2931,6/29/2022 20:51,11,6/29/2022 20:51,75088,314.3,47.992577,7.852348,-0.15,21.52,0.6,68.9,0.24,17.936,285.2993164,21.5739455566,-0.0960544434000013,17586.0,0.214,0.2256,0.5072,0.0532,0.0,0.0,0.2672
2939,6/29/2022 20:53,11,6/29/2022 20:53,75191,286.8,47.990032,7.854302,-0.42,21.21,0.3,68.8,-0.13,17.561,286.3809814,21.2709763791,-0.359023620899999,15549.0,0.2588,0.144,0.5936,0.0036,0.0,0.0,0.26239999999999997
2940,6/29/2022 20:53,11,6/29/2022 20:53,75198,289.9,47.989668,7.854398,-0.32,21.31,0.4,68.8,-0.006,17.686,286.3370361,21.37069073465,-0.259309265350001,15209.0,0.3224,0.228,0.4396,0.01,0.0,0.0,0.33240000000000003
2941,6/29/2022 20:53,11,6/29/2022 20:53,75205,295.4,47.989288,7.854417,-0.22,21.41,0.4,68.9,0.119,17.811,285.1752319,21.46313900735,-0.166860992649999,14869.0,0.3284,0.2656,0.406,0.0,0.0,0.0,0.3284
2942,6/29/2022 20:53,11,6/29/2022 20:53,75232,304.9,47.988217,7.853572,-0.22,21.41,0.4,68.9,0.119,17.811,285.9284058,21.4680346377,-0.161965362299999,14188.0,0.1444,0.4176,0.4336,0.0044,0.0,0.0,0.1488
2943,6/29/2022 20:53,11,6/29/2022 20:53,75239,308.0,47.98784,7.853508,-0.01,21.62,0.5,68.9,0.371,18.063,286.0943298,21.6791131437,0.0491131436999994,13848.0,0.346,0.2452,0.4032,0.0056,0.0,0.0,0.35159999999999997
2946,6/29/2022 20:54,11,6/29/2022 20:54,75269,315.1,47.986158,7.853208,0.01,21.62,0.4,68.9,0.378,18.063,288.2423096,21.6930750124,0.0830750124000004,12487.0,0.2864,0.2692,0.4432,0.0012,0.0,0.0,0.28759999999999997
2950,6/29/2022 20:55,11,6/29/2022 20:55,75325,280.9,47.985762,7.857995,-0.07,21.52,0.3,68.9,0.243,17.936,286.6731262,21.5828753203,-0.0071246796999983,12154.0,0.2836,0.194,0.5172,0.0052,0.0,0.0,0.2888
2952,6/29/2022 20:56,11,6/29/2022 20:56,75362,279.4,47.986,7.861068,-0.16,21.41,0.1,68.9,0.114,17.811,292.1398926,21.5084093019,-0.0615906981000015,12499.0,0.2012,0.3424,0.4544,0.002,0.0,0.0,0.2032
2953,6/29/2022 20:56,11,6/29/2022 20:56,75371,280.8,47.985937,7.861873,-0.16,21.41,0.1,68.9,0.114,17.811,291.8188477,21.50632251005,-0.0636774899499989,12500.0,0.1948,0.3292,0.4672,0.0088,0.0,0.0,0.2036
2962,6/29/2022 20:58,11,6/29/2022 20:58,75501,285.3,47.98778,7.86634,-0.62,20.89,-0.3,68.7,-0.496,17.193,293.0274048,20.9941781312,-0.515821868799999,13867.0,0.3016,0.218,0.4212,0.0592,0.0,0.0,0.3608
2963,6/29/2022 20:58,11,6/29/2022 20:58,75510,279.5,47.987822,7.866798,-0.72,20.79,-0.3,68.6,-0.618,17.071,293.0014343,20.89400932295,-0.615990677050001,13867.0,0.3016,0.218,0.4212,0.0592,0.0,0.0,0.3608
3081,6/29/2022 21:23,11,6/29/2022 21:23,77001,329.1,47.983678,7.839467,-1.07,19.96,-2.3,68.3,-1.458,16.123,288.7545776,20.0364047544,-0.993595245600001,10767.0,0.522,0.0524,0.4136,0.012,0.0,0.0,0.534
3084,6/29/2022 21:24,11,6/29/2022 21:24,77045,379.4,47.985012,7.840568,-0.86,20.17,-2.3,68.4,-1.254,16.356,279.0758972,20.1834933318,-0.846506668200001,11788.0,0.314,0.2228,0.4488,0.0144,0.0,0.0,0.3284
3088,6/29/2022 21:24,11,6/29/2022 21:24,77097,423.8,47.986745,7.839048,-0.44,20.58,-2.2,68.6,-0.78,16.83,271.250061,20.5426253965,-0.477374603499998,13146.0,0.1792,0.2436,0.5616,0.0156,0.0,0.0,0.1948
3094,6/29/2022 21:26,11,6/29/2022 21:26,77165,457.2,47.989468,7.842212,-0.01,21.0,-2.0,68.7,-0.277,17.315,273.7276001,20.97872940065,-0.0312705993500002,15191.0,0.0764,0.1968,0.726,0.0008,0.0,0.0,0.07719999999999999
3095,6/29/2022 21:26,11,6/29/2022 21:26,77171,457.9,47.989727,7.842472,-0.01,21.0,-2.0,68.7,-0.277,17.315,274.0352783,20.98072930895,-0.02927069105,15531.0,0.2652,0.2904,0.4384,0.006,0.0,0.0,0.2712
3096,6/29/2022 21:26,11,6/29/2022 21:26,77178,457.5,47.98997,7.843015,-0.01,21.0,-2.0,68.7,-0.277,17.315,273.8352661,20.97942922965,-0.0305707703499982,15532.0,0.0524,0.0744,0.8724,0.0008,0.0,0.0,0.053200000000000004
3104,6/29/2022 19:33,12,6/29/2022 19:33,70411,158.4,47.992233,7.843758,-0.21,24.3,3.8,59.9,1.26,18.519,275.8603821,24.29259248365,-0.21740751635,17233.0,0.188,0.39,0.4176,0.0044,0.0,0.0,0.1924
3105,6/29/2022 19:33,12,6/29/2022 19:33,70420,157.4,47.992538,7.843488,-0.21,24.3,4.1,60.3,1.368,18.627,276.1422729,24.29442477385,-0.21557522615,17573.0,0.1596,0.364,0.4736,0.0028,0.0,0.0,0.1624
3106,6/29/2022 19:33,12,6/29/2022 19:33,70429,155.3,47.992332,7.843078,-0.41,24.09,4.9,61.0,1.363,18.622,274.8084106,24.0757546689,-0.4242453311,17232.0,0.2672,0.2044,0.4764,0.052,0.0,0.0,0.3192
3108,6/29/2022 19:34,12,6/29/2022 19:34,70444,147.9,47.992405,7.842033,-0.56,23.89,5.2,61.7,1.286,18.592,273.8663025,23.86963096625,-0.580369033750001,17571.0,0.1268,0.3168,0.5296,0.0268,0.0,0.0,0.1536
3112,6/29/2022 19:34,12,6/29/2022 19:34,70496,155.0,47.993363,7.839493,-0.87,23.58,5.9,62.4,1.154,18.46,270.9464417,23.54065187105,-0.90934812895,18247.0,0.178,0.3984,0.4152,0.0084,0.0,0.0,0.18639999999999998
3113,6/29/2022 19:35,12,6/29/2022 19:35,70504,148.5,47.993635,7.839748,-0.75,23.68,5.8,62.4,1.254,18.581,270.9346313,23.64057510345,-0.789424896549999,18247.0,0.178,0.3984,0.4152,0.0084,0.0,0.0,0.18639999999999998
3116,6/29/2022 19:35,12,6/29/2022 19:35,70545,145.0,47.995322,7.841228,-0.24,24.19,4.4,61.0,1.416,18.743,272.6768188,24.1618993222,-0.268100677800001,19610.0,0.0644,0.4428,0.4924,0.0004,0.0,0.0,0.0648
3117,6/29/2022 19:35,12,6/29/2022 19:35,70550,151.7,47.995497,7.841235,-0.24,24.19,4.3,60.9,1.373,18.7,272.6768188,24.1618993222,-0.268100677800001,19610.0,0.0644,0.4428,0.4924,0.0004,0.0,0.0,0.0648
3119,6/29/2022 19:36,12,6/29/2022 19:36,70587,237.5,47.995488,7.841337,0.02,24.4,3.9,60.4,1.537,18.792,272.6768188,24.3718993222,-0.0081006778000012,19610.0,0.0644,0.4428,0.4924,0.0004,0.0,0.0,0.0648
3124,6/29/2022 19:37,12,6/29/2022 19:37,70652,268.8,47.997455,7.843258,0.47,24.81,1.5,58.3,1.285,18.594,276.7227783,24.80819805895,0.468198058949999,21313.0,0.27,0.1204,0.6028,0.0068,0.0,0.0,0.2768
3125,6/29/2022 19:37,12,6/29/2022 19:37,70660,280.2,47.997398,7.843768,0.47,24.81,1.3,58.1,1.218,18.527,277.9419556,24.8161227114,0.4761227114,21313.0,0.27,0.1204,0.6028,0.0068,0.0,0.0,0.2768
3127,6/29/2022 19:37,12,6/29/2022 19:37,70679,287.3,47.997438,7.844705,0.47,24.81,0.8,57.7,1.085,18.393,279.4805298,24.8261234437,0.4861234437,21315.0,0.0368,0.2616,0.7,0.0016,0.0,0.0,0.0384
3128,6/29/2022 19:38,12,6/29/2022 19:38,70688,288.2,47.997853,7.844865,0.4,24.71,0.8,57.7,1.013,18.274,279.3563843,24.72531649795,0.41531649795,21655.0,0.0092,0.3336,0.6564,0.0008,0.0,0.0,0.01
3131,6/29/2022 19:38,12,6/29/2022 19:38,70731,292.4,47.999078,7.843897,0.61,24.91,0.4,57.2,1.094,18.355,273.7427979,24.88882818635,0.58882818635,22334.0,0.3016,0.2836,0.4052,0.0096,0.0,0.0,0.3112
3134,6/29/2022 19:39,12,6/29/2022 19:39,70770,280.6,48.000865,7.845157,0.77,25.01,0.5,57.4,1.303,18.542,276.6448975,25.00769183375,0.76769183375,23696.0,0.2832,0.26,0.4488,0.008,0.0,0.0,0.2912
3151,6/29/2022 19:42,12,6/29/2022 19:42,70978,277.0,48.006248,7.854343,-0.34,23.78,3.4,61.0,0.965,18.262,267.4586182,23.7179810183,-0.4020189817,27764.0,0.174,0.2748,0.5392,0.012,0.0,0.0,0.186
3152,6/29/2022 19:43,12,6/29/2022 19:43,70986,271.1,48.006215,7.855007,-0.23,23.89,3.2,61.0,1.026,18.381,268.9046021,23.83737991365,-0.28262008635,27764.0,0.174,0.2748,0.5392,0.012,0.0,0.0,0.186
3182,6/29/2022 19:48,12,6/29/2022 19:48,71334,251.7,48.011287,7.85623,-1.11,22.86,5.1,63.5,0.566,17.971,259.5196228,22.7463775482,-1.2236224518,31137.0,0.2356,0.3204,0.436,0.008,0.0,0.0,0.2436
3194,6/29/2022 19:51,12,6/29/2022 19:51,71486,269.5,48.012408,7.853377,-0.49,23.37,3.7,62.7,0.859,18.302,254.889389,23.2262810285,-0.6337189715,31859.0,0.0352,0.348,0.6156,0.0012,0.0,0.0,0.0364
3204,6/29/2022 19:53,12,6/29/2022 19:53,71605,264.7,48.012895,7.852017,0.12,23.89,1.7,61.3,0.933,18.466,253.0891266,23.7345793229,-0.0354206771000004,32099.0,0.1868,0.1192,0.4884,0.2056,0.0,0.0,0.39239999999999997
3223,6/29/2022 19:57,12,6/29/2022 19:57,71825,254.0,48.016032,7.855298,0.0,23.58,1.7,62.3,0.788,18.419,253.4481049,23.42691268185,-0.15308731815,33696.0,0.174,0.3436,0.4804,0.002,0.0,0.0,0.176
3224,6/29/2022 19:57,12,6/29/2022 19:57,71854,256.3,48.016037,7.85539,0.0,23.58,1.7,62.3,0.788,18.419,253.0583649,23.42437937185,-0.15562062815,33696.0,0.174,0.3436,0.4804,0.002,0.0,0.0,0.176
3231,6/29/2022 19:58,12,6/29/2022 19:58,71934,260.6,48.01926,7.856677,-0.97,22.55,4.0,64.9,0.364,18.009,250.9172211,22.38046193715,-1.13953806285,35186.0,0.194,0.3688,0.4356,0.0016,0.0,0.0,0.1956
3232,6/29/2022 19:59,12,6/29/2022 19:59,71943,255.5,48.019288,7.856237,-0.72,22.76,3.9,64.9,0.601,18.247,251.4877014,22.5941700591,-0.8858299409,35186.0,0.194,0.3688,0.4356,0.0016,0.0,0.0,0.1956
3240,6/29/2022 20:00,12,6/29/2022 20:00,72051,248.1,48.019275,7.856672,-0.27,23.17,2.6,64.0,0.758,18.449,250.9172211,23.00046193715,-0.439538062849998,35186.0,0.194,0.3688,0.4356,0.0016,0.0,0.0,0.1956
3241,6/29/2022 20:00,12,6/29/2022 20:00,72057,248.1,48.019285,7.856658,-0.17,23.27,2.6,64.0,0.879,18.569,250.9172211,23.10046193715,-0.339538062849998,35186.0,0.194,0.3688,0.4356,0.0016,0.0,0.0,0.1956
3242,6/29/2022 20:01,12,6/29/2022 20:01,72063,248.0,48.019287,7.856652,-0.11,23.27,2.7,64.3,0.957,18.671,250.9172211,23.10046193715,-0.279538062849998,35186.0,0.194,0.3688,0.4356,0.0016,0.0,0.0,0.1956
3243,6/29/2022 20:01,12,6/29/2022 20:01,72077,249.1,48.019295,7.856723,-0.21,23.17,2.3,64.0,0.734,18.449,250.9172211,23.00046193715,-0.379538062849998,35186.0,0.194,0.3688,0.4356,0.0016,0.0,0.0,0.1956
3247,6/29/2022 20:02,12,6/29/2022 20:02,72135,261.9,48.021663,7.858045,-0.36,22.96,2.9,64.7,0.715,18.428,249.0535431,22.77834803015,-0.541651969850002,36109.0,0.1836,0.378,0.4108,0.0276,0.0,0.0,0.2112
3248,6/29/2022 20:02,12,6/29/2022 20:02,72142,261.9,48.021955,7.858183,-0.36,22.96,2.9,64.7,0.715,18.428,248.5702057,22.77520633705,-0.54479366295,36293.0,0.0672,0.5072,0.4236,0.002,0.0,0.0,0.0692
3252,6/29/2022 20:03,12,6/29/2022 20:03,72196,250.6,48.024705,7.860317,-0.19,23.07,1.8,63.8,0.585,18.288,249.5647125,22.89167063125,-0.368329368749999,37380.0,0.1188,0.4616,0.4188,0.0008,0.0,0.0,0.1196
3376,6/29/2022 20:29,12,6/29/2022 20:29,73744,274.3,48.005908,7.857278,-0.45,21.83,-0.2,66.0,-0.287,17.532,270.3595276,21.7868369294,-0.493163070599999,27445.0,0.542,0.0244,0.4208,0.0128,0.0,0.0,0.5548000000000001
3377,6/29/2022 20:29,12,6/29/2022 20:29,73750,275.8,48.00563,7.857285,-0.45,21.83,-0.2,66.0,-0.287,17.532,270.6913147,21.78899354555,-0.491006454449999,27445.0,0.542,0.0244,0.4208,0.0128,0.0,0.0,0.5548000000000001
3385,6/29/2022 20:30,12,6/29/2022 20:30,73840,284.6,48.001073,7.856368,-0.41,21.83,-0.3,66.0,-0.261,17.532,278.1810303,21.83767669695,-0.40232330305,24052.0,0.3648,0.15,0.4152,0.07,0.0,0.0,0.4348
3400,6/29/2022 20:33,12,6/29/2022 20:33,74010,289.7,47.999412,7.855947,0.74,22.86,-2.3,64.4,0.454,18.228,279.4403381,22.87586219765,0.755862197650002,22692.0,0.0788,0.4304,0.488,0.0028,0.0,0.0,0.08159999999999999
3415,6/29/2022 20:36,12,6/29/2022 20:36,74210,277.2,47.995677,7.857137,0.1,22.14,-1.7,65.4,-0.067,17.693,292.0335693,22.23771820045,0.19771820045,19973.0,0.1696,0.3096,0.5188,0.002,0.0,0.0,0.1716
3418,6/29/2022 20:37,12,6/29/2022 20:37,74242,282.4,47.99437,7.85591,0.22,22.24,-1.5,65.5,0.098,17.848,299.0667725,22.38343402125,0.363434021250002,18951.0,0.124,0.1744,0.6716,0.03,0.0,0.0,0.154
3422,6/29/2022 20:38,12,6/29/2022 20:38,74292,285.1,47.992648,7.853908,-0.05,21.94,-1.2,66.1,-0.108,17.648,289.5591125,22.02163423125,0.0316342312499998,17588.0,0.092,0.474,0.432,0.002,0.0,0.0,0.094
3423,6/29/2022 20:38,12,6/29/2022 20:38,74301,285.0,47.992367,7.853608,-0.05,21.94,-1.2,66.1,-0.108,17.648,287.1682434,22.0060935821,0.0160935820999988,17248.0,0.0732,0.4532,0.4696,0.004,0.0,0.0,0.0772
3436,6/29/2022 20:40,12,6/29/2022 20:40,74455,273.2,47.990638,7.849028,-0.18,21.73,-1.4,66.0,-0.321,17.416,280.6419373,21.75367259245,-0.156327407549999,16221.0,0.104,0.1684,0.7272,0.0004,0.0,0.0,0.10439999999999999
3437,6/29/2022 20:41,12,6/29/2022 20:41,74461,273.5,47.990688,7.84868,-0.06,21.83,-1.5,66.0,-0.208,17.532,281.3695374,21.8584019931,-0.031598006899999,16221.0,0.104,0.1684,0.7272,0.0004,0.0,0.0,0.10439999999999999
3438,6/29/2022 20:41,12,6/29/2022 20:41,74468,274.9,47.990745,7.848265,-0.06,21.83,-1.5,66.0,-0.208,17.532,280.9708252,21.8558103638,-0.0341896361999984,16220.0,0.0064,0.488,0.5052,0.0004,0.0,0.0,0.0068000000000000005
3453,6/29/2022 19:34,13,6/29/2022 19:34,70496,263.5,47.996293,7.843252,-0.12,24.33,-2.0,54.5,-0.426,16.88,278.4193115,24.33922552475,-0.110774475249999,20293.0,0.0324,0.2624,0.6988,0.0064,0.0,0.0,0.0388
