,Time_UTC,System_ID,Time_UTC_1,Seconds_in_day,Altitude,Latitude,Longitude,Temperature_diff_K,Absolute_temperature_degC,Relhumidity_diff_percent,Relhumidity_percent,Vapourpressure_diff_hPa,Vapourpressure_hPa,GPS_Altitude,T_adjusted,T_diff_adjusted,id,lc_tree,lc_pavd,lc_bldn,lc_grss,lc_watr,lc_soil,green
6665,6/29/2022 19:43,28,6/29/2022 19:43,71015,276.6,47.99163,7.860695,-0.52,23.6,0.6,58.4,-0.06,17.295,294.5476379,23.71405964635,-0.40594035365,16578.0,0.3244,0.196,0.4656,0.014,0.0,0.0,0.33840000000000003
6667,6/29/2022 19:44,28,6/29/2022 19:44,71049,284.1,47.99155,7.863012,-0.71,23.4,1.7,59.5,0.037,17.405,291.8359375,23.49643359375,-0.61356640625,16582.0,0.3872,0.1628,0.4368,0.0132,0.0,0.0,0.4004
6668,6/29/2022 19:44,28,6/29/2022 19:44,71058,282.3,47.991547,7.863503,-0.81,23.3,1.7,59.5,-0.07,17.298,292.3553772,23.3998099518,-0.710190048199999,16583.0,0.5312,0.0504,0.4132,0.0052,0.0,0.0,0.5364
6681,6/29/2022 19:47,28,6/29/2022 19:47,71236,295.5,47.988733,7.867935,-1.51,22.5,5.0,63.1,0.133,17.459,293.6065674,22.6079426881,-1.4020573119,14549.0,0.1444,0.394,0.4528,0.0088,0.0,0.0,0.1532
6682,6/29/2022 19:47,28,6/29/2022 19:47,71242,297.5,47.988722,7.867497,-1.51,22.5,5.3,63.4,0.216,17.542,293.5820618,22.6077834017,-1.4022165983,14549.0,0.1444,0.394,0.4528,0.0088,0.0,0.0,0.1532
6683,6/29/2022 19:47,28,6/29/2022 19:47,71247,298.2,47.9887,7.86704,-1.51,22.5,5.2,63.3,0.188,17.514,293.9684448,22.6102948912,-1.3997051088,14548.0,0.1856,0.334,0.4768,0.0036,0.0,0.0,0.18919999999999998
6684,6/29/2022 19:47,28,6/29/2022 19:47,71258,300.7,47.988675,7.866297,-1.41,22.6,5.2,63.3,0.297,17.623,294.7490234,22.7153686521,-1.2946313479,14547.0,0.26,0.308,0.4052,0.0268,0.0,0.0,0.2868
6685,6/29/2022 19:47,28,6/29/2022 19:47,71267,302.6,47.988682,7.86587,-1.41,22.6,5.8,63.9,0.464,17.79,294.7521667,22.71538908355,-1.29461091645,14546.0,0.1668,0.3392,0.4764,0.0176,0.0,0.0,0.1844
6686,6/29/2022 19:48,28,6/29/2022 19:48,71298,303.6,47.988655,7.865822,-1.37,22.6,5.8,64.2,0.47,17.874,294.7521667,22.71538908355,-1.25461091645,14546.0,0.1668,0.3392,0.4764,0.0176,0.0,0.0,0.1844
6687,6/29/2022 19:48,28,6/29/2022 19:48,71305,303.6,47.98865,7.865832,-1.17,22.8,5.2,63.6,0.523,17.927,294.7521667,22.91538908355,-1.05461091645,14546.0,0.1668,0.3392,0.4764,0.0176,0.0,0.0,0.1844
6688,6/29/2022 19:48,28,6/29/2022 19:48,71314,303.6,47.988642,7.865847,-1.27,22.7,4.9,63.3,0.329,17.733,294.7521667,22.81538908355,-1.15461091645,14546.0,0.1668,0.3392,0.4764,0.0176,0.0,0.0,0.1844
6689,6/29/2022 19:48,28,6/29/2022 19:48,71324,303.7,47.988643,7.865853,-1.17,22.8,4.6,63.0,0.354,17.758,294.7521667,22.91538908355,-1.05461091645,14546.0,0.1668,0.3392,0.4764,0.0176,0.0,0.0,0.1844
6690,6/29/2022 19:48,28,6/29/2022 19:48,71333,303.6,47.988648,7.865855,-1.17,22.8,4.3,62.7,0.269,17.674,294.7521667,22.91538908355,-1.05461091645,14546.0,0.1668,0.3392,0.4764,0.0176,0.0,0.0,0.1844
6691,6/29/2022 19:49,28,6/29/2022 19:49,71360,303.7,47.988645,7.865855,-1.13,22.8,4.2,62.8,0.301,17.702,294.7521667,22.91538908355,-1.01461091645,14546.0,0.1668,0.3392,0.4764,0.0176,0.0,0.0,0.1844
6692,6/29/2022 19:49,28,6/29/2022 19:49,71367,304.3,47.988613,7.865797,-0.93,23.0,3.5,62.1,0.321,17.722,294.7521667,23.11538908355,-0.814610916450001,14546.0,0.1668,0.3392,0.4764,0.0176,0.0,0.0,0.1844
6870,6/29/2022 20:24,28,6/29/2022 20:24,73441,264.0,47.97742,7.827052,-0.1,22.3,-1.7,64.1,-0.306,17.517,259.8622742,22.1886047823,-0.2113952177,7200.0,0.1832,0.3448,0.4488,0.0232,0.0,0.0,0.2064
6871,6/29/2022 20:24,28,6/29/2022 20:24,73465,268.3,47.97785,7.825865,-0.1,22.3,-1.8,64.0,-0.333,17.49,258.1331177,22.17736526505,-0.222634734950001,7451.0,0.0744,0.4244,0.4996,0.0016,0.0,0.0,0.076
6872,6/29/2022 20:24,28,6/29/2022 20:24,73471,267.4,47.977888,7.825493,0.0,22.4,-2.5,63.3,-0.417,17.406,258.0149536,22.2765971984,-0.123402801600001,7451.0,0.0744,0.4244,0.4996,0.0016,0.0,0.0,0.076
6885,6/29/2022 20:26,28,6/29/2022 20:26,73609,264.5,47.98138,7.825618,0.35,22.7,-3.0,62.9,-0.186,17.621,258.815979,22.5818038635,0.2318038635,9162.0,0.3216,0.2456,0.42,0.0128,0.0,0.0,0.3344
6886,6/29/2022 20:27,28,6/29/2022 20:27,73639,266.7,47.98178,7.825273,0.37,22.7,-3.0,63.0,-0.151,17.649,259.0568542,22.5833695523,0.2533695523,9404.0,0.13,0.3524,0.4876,0.03,0.0,0.0,0.16
6887,6/29/2022 20:27,28,6/29/2022 20:27,73648,267.9,47.9818,7.825215,0.37,22.7,-3.2,62.8,-0.207,17.593,259.2785339,22.58481047035,0.254810470350001,9404.0,0.13,0.3524,0.4876,0.03,0.0,0.0,0.16
6888,6/29/2022 20:27,28,6/29/2022 20:27,73656,268.2,47.981792,7.825225,0.27,22.6,-3.2,62.8,-0.316,17.484,259.2785339,22.48481047035,0.154810470350001,9404.0,0.13,0.3524,0.4876,0.03,0.0,0.0,0.16
6901,6/29/2022 20:30,28,6/29/2022 20:30,73806,264.3,47.985432,7.829065,0.26,22.5,-2.3,64.0,-0.084,17.708,264.2167053,22.41690858445,0.176908584449999,12111.0,0.0504,0.3048,0.6444,0.0004,0.0,0.0,0.0508
6902,6/29/2022 20:30,28,6/29/2022 20:30,73812,263.5,47.985438,7.829453,0.26,22.5,-2.2,64.1,-0.057,17.736,264.1040955,22.41617662075,0.176176620750001,12112.0,0.1116,0.2672,0.6172,0.004,0.0,0.0,0.11560000000000001
6903,6/29/2022 20:30,28,6/29/2022 20:30,73819,262.4,47.985428,7.82991,0.26,22.5,-2.2,64.1,-0.057,17.736,264.518158,22.418868027,0.178868026999998,12112.0,0.1116,0.2672,0.6172,0.004,0.0,0.0,0.11560000000000001
6964,6/29/2022 19:40,29,6/29/2022 19:40,70808,291.8,47.986485,7.836775,-1.39,22.8,8.5,65.5,1.267,18.463,268.7845154,22.7465993501,-1.4434006499,13143.0,0.0556,0.4568,0.4872,0.0004,0.0,0.0,0.055999999999999994
7034,6/29/2022 19:54,29,6/29/2022 19:54,71690,240.4,47.976485,7.79229,-1.8,21.9,8.7,68.6,0.74,18.286,239.5683289,21.65669413785,-2.04330586215,6652.0,0.1868,0.2928,0.4932,0.0272,0.0,0.0,0.214
7140,6/29/2022 20:17,29,6/29/2022 20:17,73070,238.3,47.982163,7.77789,-1.04,21.6,11.5,76.3,2.161,19.962,227.8430023,21.28047951495,-1.35952048505,9995.0,0.0944,0.2396,0.6052,0.0608,0.0,0.0,0.1552
7157,6/29/2022 20:21,29,6/29/2022 20:21,73309,247.2,47.985478,7.786607,0.31,22.8,1.7,67.1,1.112,18.914,234.0448761,22.52079169465,0.0307916946499999,12388.0,0.0556,0.316,0.5852,0.0432,0.0,0.0,0.0988
7158,6/29/2022 20:21,29,6/29/2022 20:21,73319,250.6,47.985318,7.786193,0.31,22.8,1.7,67.1,1.112,18.914,233.899292,22.519845398,0.0298453980000004,12387.0,0.1052,0.3944,0.4876,0.0128,0.0,0.0,0.11800000000000001
7159,6/29/2022 20:22,29,6/29/2022 20:22,73327,253.7,47.985427,7.786413,0.36,22.8,1.3,66.8,1.043,18.829,234.0448761,22.52079169465,0.0807916946499999,12387.0,0.1052,0.3944,0.4876,0.0128,0.0,0.0,0.11800000000000001
7163,6/29/2022 20:23,29,6/29/2022 20:23,73389,262.8,47.987337,7.788778,0.59,23.0,0.9,66.6,1.208,19.007,234.6090698,22.7244589537,0.314458953700001,14091.0,0.104,0.46,0.4236,0.0124,0.0,0.0,0.11639999999999999
7205,6/29/2022 20:32,29,6/29/2022 20:32,73934,256.9,47.999653,7.795758,-0.27,21.9,5.6,72.2,1.457,19.246,238.9068298,21.6523943937,-0.517605606299999,23282.0,0.1836,0.2536,0.4008,0.162,0.0,0.0,0.3456
7207,6/29/2022 20:32,29,6/29/2022 20:32,73969,255.9,47.998377,7.796088,-0.07,22.1,5.0,71.6,1.536,19.325,239.9300842,21.8590455473,-0.310954452699999,22262.0,0.1548,0.374,0.4272,0.044,0.0,0.0,0.19879999999999998
7276,6/29/2022 20:46,29,6/29/2022 20:46,74813,281.1,47.996247,7.835977,-0.23,21.6,4.0,71.9,1.053,18.811,271.1010437,21.56165678405,-0.26834321595,20282.0,0.1004,0.3432,0.5328,0.0236,0.0,0.0,0.124
7278,6/29/2022 20:47,29,6/29/2022 20:47,74829,283.0,47.99632,7.836842,-0.08,21.7,3.5,71.5,1.094,18.823,272.6016235,21.67141055275,-0.108589447249999,20283.0,0.1736,0.2036,0.4792,0.1436,0.0,0.0,0.31720000000000004
7280,6/29/2022 20:47,29,6/29/2022 20:47,74848,284.7,47.995885,7.838225,-0.28,21.5,5.0,73.0,1.251,18.98,272.4926453,21.47070219445,-0.309297805550002,19945.0,0.2736,0.2312,0.492,0.0032,0.0,0.0,0.2768
7287,6/29/2022 20:49,29,6/29/2022 20:49,74952,281.0,47.994162,7.842843,-0.23,21.5,4.4,72.6,1.134,18.876,279.8665771,21.51863275115,-0.211367248849999,18592.0,0.238,0.3036,0.4576,0.0008,0.0,0.0,0.23879999999999998
7288,6/29/2022 20:49,29,6/29/2022 20:49,74961,281.9,47.99413,7.843518,-0.23,21.5,4.4,72.6,1.134,18.876,281.9042664,21.5318777316,-0.198122268399998,18593.0,0.0612,0.3792,0.5596,0.0,0.0,0.0,0.0612
7289,6/29/2022 20:49,29,6/29/2022 20:49,74969,281.0,47.994062,7.844158,-0.33,21.4,4.8,73.0,1.12,18.862,282.6057739,21.43643753035,-0.29356246965,18594.0,0.106,0.4544,0.4396,0.0,0.0,0.0,0.106
7290,6/29/2022 20:49,29,6/29/2022 20:49,74978,282.3,47.994047,7.844915,-0.43,21.3,4.9,73.1,1.028,18.77,283.8101196,21.3442657774,-0.3857342226,18595.0,0.0196,0.2096,0.7708,0.0,0.0,0.0,0.0196
7331,6/29/2022 19:41,31,6/29/2022 19:41,70868,262.0,48.006257,7.833832,0.66,24.8,-2.8,54.4,0.125,17.34,260.0011597,24.68950753805,0.549507538050001,28056.0,0.0832,0.3888,0.4656,0.0624,0.0,0.0,0.1456
7332,6/29/2022 19:41,31,6/29/2022 19:41,70878,264.0,48.006678,7.834347,0.76,24.9,-2.9,54.3,0.199,17.414,259.2108765,24.78437069725,0.644370697249999,28057.0,0.1232,0.362,0.5024,0.0124,0.0,0.0,0.1356
7338,6/29/2022 19:42,31,6/29/2022 19:42,70970,268.7,48.010607,7.833168,0.68,24.8,-3.4,54.2,-0.021,17.276,253.6292877,24.64809037005,0.528090370049999,30861.0,0.1784,0.3872,0.422,0.0124,0.0,0.0,0.1908
7355,6/29/2022 19:46,31,6/29/2022 19:46,71171,257.4,48.014937,7.839442,0.74,24.8,-3.6,54.4,-0.033,17.34,251.1505585,24.63197863025,0.571978630249999,33245.0,0.0132,0.586,0.4008,0.0,0.0,0.0,0.0132
7356,6/29/2022 19:46,31,6/29/2022 19:46,71177,258.6,48.014853,7.839818,0.84,24.9,-3.6,54.4,0.073,17.446,252.1351929,24.73837875385,0.678378753850002,33245.0,0.0132,0.586,0.4008,0.0,0.0,0.0,0.0132
7357,6/29/2022 19:46,31,6/29/2022 19:46,71184,259.9,48.014912,7.840392,0.74,24.8,-3.5,54.5,-0.001,17.372,253.6938019,24.64850971235,0.588509712350001,33246.0,0.0068,0.3172,0.6732,0.0028,0.0,0.0,0.0096
7361,6/29/2022 19:47,31,6/29/2022 19:47,71246,262.0,48.013392,7.840488,0.69,24.7,-3.4,54.7,0.003,17.329,252.5542755,24.54110279075,0.53110279075,32324.0,0.05,0.5336,0.41,0.0064,0.0,0.0,0.056400000000000006
7362,6/29/2022 19:47,31,6/29/2022 19:47,71256,261.0,48.013203,7.84052,0.69,24.7,-3.4,54.7,0.003,17.329,252.973526,24.543827919,0.533827918999999,32324.0,0.05,0.5336,0.41,0.0064,0.0,0.0,0.056400000000000006
7390,6/29/2022 19:54,31,6/29/2022 19:54,71652,265.7,48.007702,7.84566,-0.8,22.9,2.6,62.5,0.18,17.727,261.0002136,22.7960013884,-0.903998611600002,29043.0,0.1984,0.232,0.4392,0.1304,0.0,0.0,0.3288
7391,6/29/2022 19:54,31,6/29/2022 19:54,71658,266.0,48.007935,7.846007,-0.6,23.1,1.2,61.1,-0.001,17.545,260.9363403,22.99558621195,-0.70441378805,29043.0,0.1984,0.232,0.4392,0.1304,0.0,0.0,0.3288
7438,6/29/2022 20:04,31,6/29/2022 20:04,72267,241.1,48.030293,7.857307,-0.01,23.2,-1.1,61.2,-0.048,17.683,237.0833282,22.9405416333,-0.269458366699999,39374.0,0.0944,0.4628,0.4276,0.0152,0.0,0.0,0.1096
7449,6/29/2022 20:06,31,6/29/2022 20:06,72391,234.6,48.032102,7.857157,-0.7,22.4,1.9,64.7,0.036,17.791,236.8331451,22.13891544315,-0.961084556850001,40144.0,0.0388,0.4468,0.4952,0.0192,0.0,0.0,0.057999999999999996
7450,6/29/2022 20:06,31,6/29/2022 20:06,72400,232.4,48.031808,7.856272,-0.5,22.6,1.5,64.3,0.147,17.902,236.1287842,22.3343370973,-0.765662902700001,39988.0,0.0656,0.2312,0.6936,0.0096,0.0,0.0,0.0752
7453,6/29/2022 20:07,31,6/29/2022 20:07,72446,235.8,48.030152,7.852128,-0.15,22.9,-0.8,62.3,-0.093,17.67,234.6435547,22.62468310555,-0.42531689445,39366.0,0.12,0.374,0.502,0.004,0.0,0.0,0.124
7531,6/29/2022 20:24,31,6/29/2022 20:24,73442,261.1,48.013428,7.840268,1.4,23.8,-7.1,58.7,-0.224,17.599,251.4428711,23.63387866215,1.23387866215,32324.0,0.05,0.5336,0.41,0.0064,0.0,0.0,0.056400000000000006
7564,6/29/2022 20:31,31,6/29/2022 20:31,73900,324.0,48.001178,7.849498,0.89,23.1,-6.4,60.0,-0.549,17.229,278.179718,23.107668167,0.897668166999999,24042.0,0.2972,0.2544,0.448,0.0004,0.0,0.0,0.29760000000000003
7568,6/29/2022 20:32,31,6/29/2022 20:32,73960,335.1,47.999,7.850417,1.03,23.2,-6.5,60.1,-0.424,17.365,275.900116,23.192850754,1.022850754,22343.0,0.1556,0.3396,0.494,0.0108,0.0,0.0,0.1664
7582,6/29/2022 20:35,31,6/29/2022 20:35,74110,296.6,47.997528,7.852492,1.03,23.1,-6.9,60.0,-0.533,17.229,284.3415222,23.1477198943,1.0777198943,21326.0,0.002,0.388,0.61,0.0,0.0,0.0,0.002
7583,6/29/2022 20:35,31,6/29/2022 20:35,74138,299.0,47.996468,7.851452,0.83,22.9,-6.1,60.8,-0.517,17.244,285.3044128,22.9539786832,0.8839786832,20305.0,0.0116,0.3528,0.6356,0.0,0.0,0.0,0.0116
7584,6/29/2022 20:35,31,6/29/2022 20:35,74151,304.4,47.996758,7.850575,0.93,23.0,-6.1,60.8,-0.41,17.351,284.2726135,23.04727198775,0.977271987750001,20644.0,0.0388,0.5384,0.4224,0.0004,0.0,0.0,0.0392
7585,6/29/2022 20:35,31,6/29/2022 20:35,74157,305.4,47.996795,7.850062,0.93,23.0,-6.0,60.9,-0.382,17.38,282.792511,23.0376513215,0.9676513215,20643.0,0.0344,0.1788,0.7868,0.0,0.0,0.0,0.0344
7586,6/29/2022 20:36,31,6/29/2022 20:36,74166,308.4,47.996953,7.84943,0.96,23.0,-5.9,61.1,-0.322,17.437,282.195282,23.033769333,0.993769332999999,20982.0,0.0292,0.4016,0.5692,0.0,0.0,0.0,0.0292
7587,6/29/2022 20:36,31,6/29/2022 20:36,74175,311.7,47.996835,7.849417,0.86,22.9,-4.9,62.1,-0.146,17.613,282.195282,22.933769333,0.893769332999999,20642.0,0.0252,0.3952,0.5796,0.0,0.0,0.0,0.0252
7588,6/29/2022 20:36,31,6/29/2022 20:36,74203,318.1,47.995398,7.848953,0.56,22.6,-4.6,62.4,-0.386,17.373,284.5436707,22.64903385955,0.609033859550001,19621.0,0.094,0.414,0.4872,0.0048,0.0,0.0,0.0988
7589,6/29/2022 20:36,31,6/29/2022 20:36,74212,313.3,47.995003,7.848757,0.46,22.5,-4.3,62.7,-0.411,17.348,283.6668396,22.5433344574,0.5033344574,19281.0,0.0416,0.3532,0.6052,0.0,0.0,0.0,0.0416
7590,6/29/2022 20:37,31,6/29/2022 20:37,74220,309.1,47.99458,7.848497,0.38,22.4,-3.9,63.2,-0.371,17.379,284.7881165,22.45062275725,0.43062275725,18940.0,0.1576,0.286,0.5564,0.0,0.0,0.0,0.1576
7591,6/29/2022 20:37,31,6/29/2022 20:37,74229,307.0,47.994247,7.848473,0.38,22.4,-3.6,63.5,-0.288,17.461,286.3748474,22.4609365081,0.440936508099999,18940.0,0.1576,0.286,0.5564,0.0,0.0,0.0,0.1576
7592,6/29/2022 20:37,31,6/29/2022 20:37,74239,303.6,47.99404,7.848862,0.38,22.4,-3.5,63.6,-0.261,17.489,286.1903992,22.4597375948,0.439737594800001,18601.0,0.0032,0.48,0.5168,0.0,0.0,0.0,0.0032
7593,6/29/2022 20:37,31,6/29/2022 20:37,74266,287.6,47.993448,7.847617,0.28,22.3,-2.3,64.8,-0.041,17.708,284.8722229,22.35116944885,0.331169448850001,18259.0,0.1504,0.3608,0.4864,0.0024,0.0,0.0,0.15280000000000002
7594,6/29/2022 20:37,31,6/29/2022 20:37,74276,284.5,47.992862,7.847488,0.18,22.2,-2.3,64.8,-0.151,17.599,284.1082153,22.24620339945,0.22620339945,17579.0,0.0184,0.4124,0.5692,0.0,0.0,0.0,0.0184
7638,6/29/2022 19:44,32,6/29/2022 19:44,71066,293.6,48.00081,7.862127,-1.74,22.37,8.3,66.1,0.775,18.142,289.2772827,22.44980233755,-1.66019766245,23721.0,0.2068,0.2416,0.5456,0.006,0.0,0.0,0.21280000000000002
7850,6/29/2022 20:29,32,6/29/2022 20:29,73747,306.8,47.990528,7.880215,-3.86,18.43,17.6,83.9,0.154,17.973,299.4727173,18.57607266245,-3.71392733755,15928.0,0.3296,0.1544,0.4724,0.0436,0.0,0.0,0.3732
7881,6/29/2022 20:35,32,6/29/2022 20:35,74136,293.9,47.98873,7.86754,-1.15,20.92,5.6,72.5,0.418,18.18,293.5820618,21.0277834017,-1.0422165983,14549.0,0.1444,0.394,0.4528,0.0088,0.0,0.0,0.1532
7882,6/29/2022 20:35,32,6/29/2022 20:35,74145,292.4,47.988712,7.866933,-1.15,20.92,5.2,72.1,0.324,18.086,294.3688965,21.03289782725,-1.03710217275,14548.0,0.1856,0.334,0.4768,0.0036,0.0,0.0,0.18919999999999998
7883,6/29/2022 20:35,32,6/29/2022 20:35,74151,292.6,47.988693,7.866515,-1.15,20.92,5.3,72.2,0.348,18.109,294.6072998,21.0344474487,-1.0355525513,14547.0,0.26,0.308,0.4052,0.0268,0.0,0.0,0.2868
7884,6/29/2022 20:35,32,6/29/2022 20:35,74157,292.6,47.988675,7.866118,-1.15,20.92,5.6,72.5,0.418,18.18,294.7490234,21.0353686521,-1.0346313479,14546.0,0.1668,0.3392,0.4764,0.0176,0.0,0.0,0.1844
7885,6/29/2022 20:36,32,6/29/2022 20:36,74164,294.4,47.988673,7.865667,-1.12,20.92,5.1,72.1,0.327,18.086,294.7521667,21.03538908355,-1.00461091645,14546.0,0.1668,0.3392,0.4764,0.0176,0.0,0.0,0.1844
7887,6/29/2022 20:36,32,6/29/2022 20:36,74199,295.0,47.988562,7.864568,-1.12,20.92,5.0,72.0,0.303,18.062,292.7125549,21.02213160685,-1.01786839315,14544.0,0.22,0.26,0.4792,0.0408,0.0,0.0,0.26080000000000003
7888,6/29/2022 20:36,32,6/29/2022 20:36,74209,295.8,47.988583,7.863983,-1.02,21.02,5.0,72.0,0.418,18.177,291.7976379,21.11618464635,-0.92381535365,14543.0,0.14,0.4256,0.4272,0.0072,0.0,0.0,0.14720000000000003
7889,6/29/2022 20:36,32,6/29/2022 20:36,74218,295.2,47.988622,7.863388,-1.02,21.02,4.4,71.5,0.276,18.036,291.604248,21.114927612,-0.925072388000001,14542.0,0.0948,0.4684,0.4228,0.014,0.0,0.0,0.1088
7899,6/29/2022 20:39,32,6/29/2022 20:39,74340,284.3,47.991652,7.860053,-1.13,20.82,5.3,72.6,0.356,18.088,294.6764221,20.93489674365,-1.01510325635,16918.0,0.056,0.2156,0.6916,0.0368,0.0,0.0,0.0928
7900,6/29/2022 20:39,32,6/29/2022 20:39,74350,284.1,47.991678,7.859388,-0.92,21.02,5.1,72.4,0.54,18.272,295.3209534,21.1390861971,-0.8009138029,16917.0,0.1232,0.452,0.4064,0.0184,0.0,0.0,0.1416
7903,6/29/2022 20:39,32,6/29/2022 20:39,74391,280.8,47.99186,7.856513,-0.82,21.13,3.8,71.1,0.323,18.055,292.1170654,21.2282609251,-0.7217390749,16912.0,0.1144,0.3432,0.5372,0.0052,0.0,0.0,0.1196
7904,6/29/2022 20:40,32,6/29/2022 20:40,74401,281.1,47.991868,7.85592,-0.68,21.23,3.7,71.2,0.457,18.194,292.1022949,21.32816491685,-0.581835083150001,16911.0,0.1264,0.272,0.5936,0.008,0.0,0.0,0.13440000000000002
7905,6/29/2022 20:40,32,6/29/2022 20:40,74410,281.8,47.991813,7.855338,-0.68,21.23,3.2,70.7,0.337,18.074,289.8127136,21.3132826384,-0.5967173616,16911.0,0.1264,0.272,0.5936,0.008,0.0,0.0,0.13440000000000002
7906,6/29/2022 20:40,32,6/29/2022 20:40,74442,289.2,47.992077,7.853743,-0.58,21.33,2.7,70.1,0.307,18.044,286.9075012,21.3943987578,-0.515601242200001,17248.0,0.0732,0.4532,0.4696,0.004,0.0,0.0,0.0772
7907,6/29/2022 20:40,32,6/29/2022 20:40,74450,286.1,47.992115,7.85307,-0.58,21.33,2.8,70.3,0.355,18.093,285.9811096,21.3883772124,-0.5216227876,17247.0,0.3032,0.2128,0.4824,0.0016,0.0,0.0,0.3048
7909,6/29/2022 20:41,32,6/29/2022 20:41,74469,282.6,47.992063,7.85178,-0.56,21.33,2.7,70.2,0.329,18.068,284.6175842,21.3795142973,-0.5104857027,17245.0,0.1488,0.3772,0.4696,0.0044,0.0,0.0,0.15319999999999998
7910,6/29/2022 20:41,32,6/29/2022 20:41,74475,281.4,47.992055,7.851365,-0.56,21.33,2.7,70.2,0.329,18.068,284.2185669,21.37692068485,-0.513079315149999,17245.0,0.1488,0.3772,0.4696,0.0044,0.0,0.0,0.15319999999999998
7913,6/29/2022 20:41,32,6/29/2022 20:41,74515,286.1,47.992492,7.84895,-0.67,21.23,3.1,70.6,0.311,18.05,286.1914978,21.2897447357,-0.610255264299999,17581.0,0.03,0.4956,0.4744,0.0,0.0,0.0,0.03
7914,6/29/2022 20:42,32,6/29/2022 20:42,74521,284.2,47.992553,7.848727,-0.64,21.23,2.9,70.5,0.31,18.026,285.9058838,21.2878882447,-0.582111755300001,17581.0,0.03,0.4956,0.4744,0.0,0.0,0.0,0.03
7915,6/29/2022 20:42,32,6/29/2022 20:42,74528,282.5,47.992593,7.848405,-0.64,21.23,2.9,70.4,0.286,18.002,285.2249756,21.2834623414,-0.586537658600001,17580.0,0.0404,0.4576,0.5012,0.0008,0.0,0.0,0.0412
7926,6/29/2022 19:34,38,6/29/2022 19:34,70461,289.3,47.995258,7.846783,0.04,24.49,-4.0,52.5,-0.899,16.408,283.8907776,24.5347900544,0.0847900544,19618.0,0.1936,0.2812,0.5252,0.0,0.0,0.0,0.1936
7927,6/29/2022 19:34,38,6/29/2022 19:34,70471,293.3,47.995215,7.847175,0.04,24.49,-4.1,52.4,-0.931,16.376,283.9158936,24.5349533084,0.0849533084000002,19618.0,0.1936,0.2812,0.5252,0.0,0.0,0.0,0.1936
7928,6/29/2022 19:34,38,6/29/2022 19:34,70480,293.7,47.99524,7.847517,0.04,24.49,-4.1,52.4,-0.931,16.376,283.8644104,24.5346186676,0.0846186675999982,19619.0,0.1528,0.3312,0.516,0.0,0.0,0.0,0.1528
7929,6/29/2022 19:34,38,6/29/2022 19:34,70489,284.5,47.995272,7.847995,0.15,24.59,-4.3,52.1,-0.893,16.414,283.8547668,24.6345559842,0.194555984199999,19620.0,0.1452,0.34,0.5148,0.0,0.0,0.0,0.1452
7930,6/29/2022 19:35,38,6/29/2022 19:35,70517,285.3,47.995085,7.849243,0.16,24.59,-4.6,52.0,-0.945,16.382,284.6674805,24.63983862325,0.20983862325,19282.0,0.0592,0.5144,0.4264,0.0,0.0,0.0,0.0592
7931,6/29/2022 19:35,38,6/29/2022 19:35,70523,291.3,47.995027,7.849438,0.16,24.59,-4.9,51.7,-1.041,16.286,285.8356018,24.6474314117,0.217431411700001,19282.0,0.0592,0.5144,0.4264,0.0,0.0,0.0,0.0592
7932,6/29/2022 19:35,38,6/29/2022 19:35,70532,302.3,47.994878,7.849607,0.16,24.59,-4.8,51.8,-1.009,16.318,285.6661072,24.6463296968,0.216329696799999,19282.0,0.0592,0.5144,0.4264,0.0,0.0,0.0,0.0592
7933,6/29/2022 19:35,38,6/29/2022 19:35,70541,307.6,47.994742,7.84986,0.16,24.59,-5.0,51.6,-1.073,16.254,286.4693604,24.6515508426,0.221550842599999,19282.0,0.0592,0.5144,0.4264,0.0,0.0,0.0,0.0592
7934,6/29/2022 19:35,38,6/29/2022 19:35,70549,312.4,47.994662,7.850068,0.16,24.59,-5.0,51.6,-1.073,16.254,286.3818054,24.6509817351,0.2209817351,18943.0,0.0132,0.2908,0.696,0.0,0.0,0.0,0.0132
7935,6/29/2022 19:36,38,6/29/2022 19:36,70578,322.5,47.994533,7.851125,0.11,24.49,-4.9,51.6,-1.102,16.153,285.9328308,24.5480634002,0.168063400199998,18944.0,0.0032,0.2376,0.7592,0.0,0.0,0.0,0.0032
7936,6/29/2022 19:36,38,6/29/2022 19:36,70586,325.1,47.994472,7.851432,0.11,24.49,-4.9,51.6,-1.102,16.153,286.8786926,24.5542115019,0.174211501900001,18945.0,0.0504,0.3044,0.6436,0.0016,0.0,0.0,0.052
7937,6/29/2022 19:36,38,6/29/2022 19:36,70593,328.0,47.994423,7.851638,0.0,24.39,-4.7,51.9,-1.139,16.117,287.009552,24.455062088,0.0650620880000012,18945.0,0.0504,0.3044,0.6436,0.0016,0.0,0.0,0.052
7938,6/29/2022 19:36,38,6/29/2022 19:36,70601,332.3,47.994367,7.851943,0.0,24.39,-4.2,52.4,-0.981,16.275,287.1864624,24.4562120056,0.0662120056000006,18946.0,0.0504,0.2104,0.736,0.0032,0.0,0.0,0.0536
7939,6/29/2022 19:36,38,6/29/2022 19:36,70611,336.3,47.994228,7.852305,0.0,24.39,-4.3,52.3,-1.012,16.243,288.6226501,24.46554722565,0.0755472256499985,18606.0,0.0396,0.4336,0.5264,0.0004,0.0,0.0,0.04
